south	male	union	hisp	black	income01	tpid
1	1	0	1	0	.4362053	2
1	0	0	1	0	.0740741	2
1	0	0	1	0	0	2
1	1	0	1	0	0	0
1	0	0	1	0	.3905079	0
1	0	0	1	0	.4814815	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.1481481	0
1	1	0	1	0	.2222222	0
1	0	0	1	0	.1481481	1
1	1	0	0	0	.5925926	2
1	1	0	1	0	.3441788	2
1	0	0	0	0	.2592593	0
1	0	0	0	0	.7037037	2
1	0	0	0	0	.5925926	0
1	0	0	1	0	.4011599	2
1	1	0	1	0	.2450509	1
1	1	0	1	0	0	0
1	1	0	1	0	.2592535	1
1	0	0	0	0	.3703704	2
1	0	0	1	0	.6666667	1
1	1	0	0	0	.8518519	2
1	0	0	0	0	.8888889	0
1	0	0	0	0	.8888889	0
1	0	0	0	0	.2222222	2
1	1	1	0	0	.4074074	2
1	0	0	0	0	.7407407	2
1	1	0	0	0	.4814815	2
1	0	0	0	0	.4814815	2
1	0	0	0	0	.7049699	2
1	0	0	0	0	.5555556	2
1	1	0	0	0	.8148148	2
1	0	0	0	0	.5734531	1
1	0	0	0	0	.7407407	2
1	0	0	0	1	.3333333	0
1	0	0	0	0	0	2
1	0	0	0	1	.3618769	1
1	0	0	0	0	.0740741	2
1	1	0	0	1	.4444444	0
1	0	0	0	0	.2592593	2
1	0	0	0	0	.4074074	1
1	0	0	0	1	.2592593	0
1	0	0	0	1	.3703704	0
1	0	0	0	1	.1481481	0
1	0	0	0	1	.037037	1
1	1	0	0	1	0	0
1	1	0	0	0	.2222222	0
1	1	0	1	0	.1111111	0
0	0	0	0	0	.0740741	0
0	0	0	1	0	.4444444	0
0	0	0	0	0	.2962963	0
0	0	0	1	0	.3006233	0
0	0	0	0	0	.3703704	0
0	1	0	0	0	.1481481	0
0	0	0	0	0	.2962963	2
0	1	1	0	0	.3703704	0
0	1	0	0	0	.7777778	2
0	1	0	0	0	.4814815	1
0	1	0	1	0	.1851852	0
0	0	0	1	0	0	0
0	0	0	1	0	.3333333	0
0	0	0	1	0	0	0
0	0	0	1	0	.0740741	0
0	1	0	1	0	.3703704	0
0	0	0	1	0	0	0
0	0	0	1	0	.2249414	0
0	1	0	0	0	.4814815	0
0	1	0	0	0	.6666667	2
0	1	0	0	0	.2222222	2
0	1	0	0	0	.4444444	0
0	0	0	0	0	.4667909	0
0	1	0	0	0	.6296296	2
0	0	0	0	0	.5555556	2
0	0	1	0	0	.5185185	0
0	0	0	0	0	0	0
0	0	0	0	0	.3956354	0
0	1	0	0	0	0	1
0	1	0	0	0	.5185185	0
0	0	0	1	0	0	1
0	0	0	0	0	.4074074	2
0	1	0	0	0	.8888889	0
0	1	0	0	0	.8518519	2
0	0	0	0	0	.3703704	2
0	1	0	0	0	.4982857	2
0	0	0	0	0	.6296296	2
0	0	0	0	0	.5925926	2
0	0	0	0	0	.2925239	1
0	0	0	0	0	.7037037	0
0	1	0	0	0	.7037037	0
0	0	0	0	0	.5925926	2
0	1	0	0	0	.4074074	0
0	0	0	0	0	.3703704	0
0	1	0	0	0	.0740741	0
0	1	0	0	0	.2222222	2
0	0	1	0	0	.8888889	1
0	1	1	0	0	.5925926	2
0	0	0	0	0	.4074074	1
0	0	0	0	0	.7777778	0
0	0	0	1	0	.4814815	0
0	1	0	1	0	.037037	0
0	0	0	0	0	.2854225	1
0	1	0	0	0	.3019814	1
1	1	0	0	0	.037037	0
1	1	0	0	0	.4074074	0
1	0	0	0	0	1	2
1	1	0	0	1	.037037	0
1	0	0	0	1	0	0
1	1	0	0	0	.1481481	2
1	0	0	0	0	.1111111	0
1	0	0	0	1	.3703704	0
1	0	0	0	1	.2657999	0
1	1	0	0	1	.5185185	0
1	0	0	0	0	.4799517	0
1	0	0	0	1	0	0
1	1	1	0	0	.5185185	2
1	0	0	0	1	.3618769	0
1	0	0	0	1	.8148148	0
1	0	0	0	0	.2962963	1
1	1	1	0	1	.1862816	0
1	0	0	0	1	.4074074	0
1	0	0	0	1	.8518519	0
1	0	0	0	1	.3703704	0
1	0	0	0	0	.4809936	0
1	0	0	0	1	.1481481	0
1	1	1	0	1	.1898323	0
1	1	0	0	1	.4444444	0
1	0	0	0	1	.5925926	0
1	0	1	0	1	.5925926	0
1	1	0	0	1	.4444444	0
1	1	0	0	1	.6666667	0
1	0	0	0	1	.2586985	0
1	1	1	0	1	.6296296	0
1	0	0	0	1	.1111111	0
1	1	0	0	1	.2962963	0
1	0	0	0	1	.1481481	0
1	1	0	0	1	0	0
1	0	0	0	1	.4074074	0
1	0	0	0	1	.2586985	0
1	0	0	0	1	.0740741	0
1	1	0	0	1	0	0
1	1	0	0	1	.7407407	0
1	0	0	0	1	.7777778	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.1626215	0
1	0	0	0	1	.4814815	0
1	0	0	0	1	.3441236	1
1	0	0	0	1	.2222222	0
1	1	0	0	1	0	0
1	0	0	0	1	.037037	0
1	0	0	0	1	.4444444	0
1	0	0	0	1	.4444444	0
1	1	0	0	1	0	2
1	0	1	0	1	.3703704	0
1	1	0	0	1	0	0
1	1	0	0	1	.1898323	0
0	0	0	0	1	0	0
0	0	0	0	1	.4074074	0
0	0	0	0	0	.2222222	0
0	1	0	0	1	.2222222	0
0	0	1	0	0	.5925926	1
0	0	0	0	0	.5185185	2
0	1	0	0	1	.0740741	2
0	1	0	0	0	.3090827	0
0	1	0	0	1	.302254	0
0	0	0	0	1	.037037	0
0	0	0	0	1	.7407407	0
0	0	0	0	1	.1413175	2
0	1	0	0	1	.379169	0
0	0	0	0	0	.2962963	1
0	1	0	0	1	.8148148	0
0	0	0	0	1	.3512249	0
0	1	0	0	0	.2806774	2
0	1	0	0	1	.4814815	0
0	1	1	0	1	.5925926	0
0	0	0	0	1	.2622492	1
0	1	1	0	0	.6106406	0
0	1	0	0	0	.037037	2
0	0	0	0	1	.2444959	0
0	1	0	0	0	.1111111	0
0	0	0	0	0	.0740741	2
0	1	1	0	0	.7777778	0
0	0	0	0	0	.8518519	0
0	0	0	0	0	.962963	0
0	0	0	0	0	.4074074	2
0	1	0	0	0	.4074074	2
0	1	1	0	0	.4982857	2
0	0	0	0	0	.9259259	2
0	1	1	0	0	.4444444	0
0	1	1	0	0	.037037	2
0	0	0	0	0	0	0
0	1	1	0	0	.4444444	0
0	1	0	0	0	.7777778	2
0	0	0	0	0	.2222222	2
0	1	1	0	0	.4444444	0
0	0	0	0	0	.4074074	0
0	0	1	0	0	.2592593	0
0	0	0	0	0	.7777778	2
0	0	1	0	0	.3703704	0
0	0	1	0	0	.6666667	0
0	0	1	0	0	.3333333	0
0	1	0	0	1	.3333333	0
0	1	0	1	0	.2962963	0
0	0	0	0	0	.7407407	0
0	0	0	0	0	.5925926	0
0	1	0	0	0	.8148148	0
0	0	0	0	0	.037037	0
0	0	1	0	0	.8148148	1
0	0	0	0	0	.4074074	0
0	0	1	0	1	.5925926	1
0	0	0	0	0	.4444444	0
0	1	0	0	0	.4074074	0
0	0	0	0	1	.1481481	0
0	0	0	0	1	.2962963	0
0	0	0	0	0	.6666667	0
0	0	1	0	1	.8148148	0
0	0	0	0	1	.4444444	0
0	1	0	0	1	.2962963	0
0	1	0	0	1	.291602	0
0	0	0	0	1	.4074074	0
0	1	0	0	0	.2962963	0
0	1	0	0	0	.2962963	2
0	0	0	0	0	.2222222	0
0	1	0	0	0	.2592593	0
0	1	0	0	0	.1111111	0
0	0	0	0	0	.4632403	0
0	1	0	0	0	.3703704	1
0	0	0	0	0	.037037	1
0	1	0	0	0	.3703704	0
1	1	0	0	0	.3703704	0
1	1	0	0	0	.5185185	2
1	1	0	0	0	.5302417	2
1	1	0	0	0	.3703704	2
1	0	0	0	0	.3703704	0
1	1	0	0	0	.2962963	2
1	0	0	0	0	0	1
1	0	0	0	0	0	2
1	1	0	0	0	.5555556	2
1	0	0	0	0	.962963	2
1	1	0	0	0	.2592593	0
0	0	0	0	0	.0740741	0
0	0	0	0	0	.7407407	2
0	1	0	0	0	.1481481	2
0	0	0	0	0	.4987469	0
0	1	0	0	0	.1111111	0
0	1	0	0	0	.1481481	0
0	0	0	0	0	.4444444	2
0	0	0	0	0	.4667909	0
0	1	0	0	0	.4814815	1
0	1	0	0	0	.8518519	0
0	1	0	0	0	.5185185	2
0	1	0	0	0	.7037037	2
0	0	0	0	0	.0740741	2
0	0	0	0	0	.5185185	2
0	0	0	0	0	.3920847	1
0	1	0	0	0	0	1
0	0	0	0	0	.1481481	0
0	0	0	0	0	.2962963	1
0	0	0	0	0	.5185185	2
0	0	0	0	0	.4444444	2
0	1	0	0	1	.3129059	0
0	0	0	0	0	.4444444	2
0	1	1	0	1	.2738487	0
0	1	1	0	0	.6666667	0
0	1	0	0	0	.8148148	2
0	0	1	0	0	0	2
0	1	0	0	0	.5302417	1
0	1	0	1	0	.3333333	0
0	0	1	0	0	.7407407	2
0	1	0	0	1	.6666667	0
0	1	1	0	1	.962963	0
0	1	0	1	0	.5925926	0
0	0	0	0	1	.4074074	1
0	0	0	0	1	.7407407	0
0	0	0	0	1	.5925926	1
0	0	0	0	1	.4074074	0
0	1	1	0	1	.3703704	0
0	0	0	0	1	.2693505	0
0	1	0	0	1	.2880513	0
0	0	0	0	1	.4444444	0
0	0	1	0	1	.6296296	0
0	0	0	0	1	.3703704	0
0	0	0	0	1	.4544032	0
0	1	0	0	1	.5925926	2
0	1	0	0	1	.7777778	0
0	1	0	0	1	.9259259	0
0	1	0	0	0	.6248432	0
0	0	0	0	0	.4074074	0
0	1	0	0	0	.0740741	0
0	1	1	1	0	.4444444	0
0	1	0	0	0	.5199059	1
0	1	0	0	0	.4982857	1
0	1	0	0	0	.3703704	2
0	1	0	0	0	.1111111	2
0	1	0	0	0	.2222222	2
0	1	0	0	0	.8148148	0
0	0	0	0	0	.2222222	0
0	0	0	0	0	.3956354	0
0	1	0	0	0	.8148148	2
0	0	0	0	0	.7037037	0
0	1	0	0	1	.4444444	0
0	1	0	0	0	.3703704	0
0	1	0	0	0	.4074074	0
0	1	0	0	1	1	0
0	0	0	0	0	.3956354	2
0	0	0	0	0	0	2
0	0	0	0	0	.1851852	0
0	1	1	0	0	1	0
0	0	0	0	0	1	2
0	0	0	0	0	.6907673	0
0	0	0	0	1	.3370222	2
0	1	0	0	0	.5185185	2
0	0	0	0	0	.2222222	2
0	0	1	0	0	.6296296	0
0	1	0	0	0	.1481481	0
0	1	0	0	0	.037037	2
0	0	0	0	0	.4444444	0
0	1	0	0	0	.3930323	2
1	1	0	0	0	.3703704	1
1	1	0	1	0	.2222222	1
1	1	0	0	1	.1481481	1
1	1	0	0	0	0	0
1	1	0	0	0	.7037037	0
1	1	0	0	1	.2222222	0
1	1	0	0	1	.2222222	2
1	0	0	0	0	.4444444	0
1	1	0	0	1	.48804	0
1	1	0	0	1	.291602	0
1	0	0	0	0	.1851852	2
1	0	0	0	0	.0740741	0
1	0	0	0	0	.5185185	0
1	0	0	0	0	0	0
1	0	0	0	1	.1111111	0
1	0	0	0	1	.4444444	0
1	1	0	0	0	.5199059	0
1	0	0	0	0	.3703704	0
1	0	0	0	0	.037037	0
1	0	0	0	0	.2222222	0
1	0	0	0	1	.2222222	0
1	1	0	0	1	.2987033	0
1	0	0	0	1	.8148148	0
1	1	1	0	1	.7407407	0
1	0	0	0	0	.1481481	0
1	0	0	0	1	.0740741	0
1	1	0	0	0	.0740741	0
1	0	0	0	1	.1481481	0
1	0	0	0	1	.1111111	0
1	0	0	0	0	0	0
1	1	0	0	1	.3333333	0
1	0	1	0	1	.8518519	0
1	0	0	0	1	.3333333	0
1	1	1	0	1	.5925926	0
1	0	0	0	1	.0740741	0
1	0	0	0	1	.7407407	0
1	0	0	0	1	.0740741	0
1	0	0	0	1	.3703704	0
1	0	0	0	1	.2222222	0
1	1	0	0	1	.3703704	0
1	1	0	0	1	.6296296	0
1	1	0	0	1	.037037	0
1	1	0	1	0	.3333333	0
1	0	0	0	1	.2592593	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	0	0
1	1	1	0	1	.7407407	0
1	1	0	0	1	.7407407	0
1	0	0	0	1	.1851852	0
1	0	0	0	1	.4074074	0
1	1	0	0	1	.1481481	0
1	0	0	0	1	.1851852	0
1	0	0	0	1	.6296296	0
1	0	0	0	1	.1111111	0
1	0	0	0	1	.3589118	0
1	0	0	0	0	.037037	0
1	1	0	0	1	.1111111	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.2592593	0
1	0	0	0	1	.3703704	2
1	1	0	0	1	.2592593	0
0	0	0	0	0	.962963	2
0	1	0	0	0	.5925926	2
0	0	1	0	0	.5925926	2
0	0	0	0	0	0	2
0	1	0	0	0	.4814815	2
0	0	0	0	0	.3333333	2
0	1	0	0	0	.6296296	2
0	1	1	0	0	.2222222	2
0	0	0	0	0	.2962963	0
0	1	0	0	0	.4072349	1
0	1	0	0	0	.7037037	0
0	1	0	0	0	.8518519	1
0	1	1	0	0	.6666667	2
0	0	0	0	0	.1851852	0
0	0	0	0	0	.7407407	2
0	1	0	0	0	.3333333	0
0	0	0	0	0	.4814815	0
0	0	0	0	0	.1481481	0
0	1	1	0	0	0	0
0	0	0	0	0	.3333333	2
0	0	1	0	0	.5185185	0
0	0	0	0	0	.037037	0
0	0	0	0	0	1	2
0	1	0	0	0	.2222222	2
0	1	0	0	0	.2877787	1
0	1	0	0	0	0	1
0	0	0	0	0	.4809936	0
0	0	0	0	0	.2592593	2
0	0	0	0	0	0	0
0	1	0	0	0	.4444444	2
0	0	0	0	0	.2534666	0
0	0	0	0	0	.8888889	2
0	0	0	0	0	.4074074	0
0	0	0	0	0	.2605679	0
0	0	0	0	0	.1111111	2
0	0	0	0	0	.4074074	2
0	1	0	0	0	.5185185	2
0	0	0	0	0	.1111111	1
0	0	0	0	0	.7037037	2
0	1	0	0	0	.4444444	1
0	0	0	0	0	.2222222	2
0	1	0	0	0	.8148148	2
0	1	0	0	0	.4444444	0
0	1	1	0	0	.7777778	2
0	1	1	0	0	.7777778	2
0	0	0	0	0	.2222222	2
0	1	0	0	0	.3703704	2
0	0	1	0	0	0	0
0	0	0	0	0	.3703704	2
0	0	1	0	0	.962963	0
0	1	0	0	0	.3333333	2
0	0	0	0	0	.4814815	0
0	0	0	0	0	.4074074	0
0	1	0	0	0	.6666667	2
0	0	0	0	0	.4444444	0
0	0	0	0	0	.037037	0
0	1	0	0	0	.3703704	0
0	1	0	1	0	.5925926	0
0	0	0	0	0	.0740741	0
0	0	0	1	0	.2222222	2
0	0	0	0	1	.037037	0
0	1	0	0	1	.4444444	0
0	1	0	0	1	.4074074	0
0	0	0	0	1	.3703704	0
0	1	1	0	1	0	0
0	0	0	0	1	.6296296	0
0	0	0	0	1	.2222222	0
0	0	0	0	1	0	0
0	1	0	0	0	.3703704	0
0	0	0	0	1	.3618769	0
0	0	0	0	1	0	0
0	0	0	0	1	.1851852	0
0	0	0	0	1	.3703704	0
0	0	1	0	1	.6666667	0
0	0	0	0	1	.4814815	0
0	1	0	0	1	.3703704	0
0	0	0	0	1	.4074074	0
0	0	0	0	1	.7037037	0
0	0	0	0	1	.1626215	0
0	0	0	0	1	.1111111	0
0	0	0	0	1	.7037037	0
0	0	0	0	1	.2962963	0
0	0	0	0	1	.6296296	0
0	0	1	0	1	.2962963	0
0	0	1	0	1	.5185185	0
0	0	1	0	1	.7777778	0
0	0	0	0	1	.5185185	0
0	0	0	0	1	.6666667	2
0	1	0	0	1	.1649777	0
0	0	0	0	1	.1851852	0
0	1	1	0	1	.291602	0
0	0	1	0	1	.3512249	0
0	0	0	0	1	.2222222	0
0	0	0	0	1	.3703704	0
0	1	1	1	0	0	0
0	0	0	0	1	.4074074	0
1	1	0	0	0	.3333333	0
1	0	0	0	1	.0740741	0
1	1	0	0	1	.379169	0
1	1	0	0	0	.7777778	0
1	1	0	0	0	.5185185	2
1	0	0	0	1	0	0
1	0	0	0	1	0	0
1	1	0	0	1	0	0
1	0	0	0	1	.2592593	0
1	0	0	0	1	0	0
1	1	0	0	1	.3333333	0
1	0	0	0	1	0	0
1	0	0	0	1	0	0
1	1	0	0	1	.4074074	0
1	0	0	0	1	.0740741	0
1	0	0	0	1	.3333333	0
1	0	0	0	1	0	0
1	1	0	0	1	.3333333	0
1	0	0	0	1	.1481481	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.3583262	0
1	0	0	0	1	.4074074	0
1	0	0	0	1	0	0
1	0	0	0	1	.3370222	0
1	0	0	0	1	.3703704	0
1	1	0	0	1	.1481481	0
1	0	0	0	1	.0740741	2
1	1	0	0	1	.1851852	0
1	1	0	0	1	.4444444	0
1	1	1	0	1	.2592593	0
1	1	0	0	1	.0740741	0
1	1	0	0	1	.2222222	0
1	0	0	0	1	.2962963	0
1	0	0	0	1	.037037	0
1	0	0	0	1	.037037	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.3512249	0
1	0	0	0	1	0	0
1	0	0	0	1	0	0
1	0	0	0	1	.0740741	0
1	0	0	0	1	.2657999	0
1	0	0	0	1	.6296296	0
1	0	0	0	1	.6666667	0
1	0	0	0	1	.4444444	0
1	0	0	1	0	0	0
1	1	0	0	1	0	0
1	1	0	0	0	.5185185	2
1	0	0	0	0	.7407407	2
1	0	0	0	0	.8888889	2
1	1	0	0	0	.8148148	0
1	0	0	0	0	.5822899	2
1	0	0	0	0	.962963	2
1	1	0	0	0	.962963	2
1	0	0	1	0	.5925926	2
1	1	0	0	0	1	2
1	1	0	0	0	.962963	2
1	0	0	0	0	.8888889	2
1	0	0	0	0	.7407407	2
1	1	0	0	0	.9259259	2
1	1	0	0	0	.962963	2
1	0	0	0	0	.7777778	0
1	0	0	0	0	.8888889	2
1	0	0	0	1	.5185185	0
1	0	1	0	0	.5925926	2
1	1	0	0	0	.8888889	2
1	1	0	1	0	.450408	1
1	0	0	0	0	0	0
1	1	0	1	0	.4255534	0
1	0	0	1	0	0	2
1	1	0	1	0	0	0
1	0	0	1	0	.2222222	0
1	1	0	1	0	0	0
1	1	0	0	0	.3703704	2
1	0	0	1	0	.6666667	2
1	0	0	0	1	.037037	2
1	1	0	0	1	.2773993	0
1	0	0	0	0	.7049699	0
1	1	0	0	1	.5185185	0
1	0	0	0	1	.3703704	0
1	1	0	0	1	.1481481	0
1	1	1	0	1	.1898323	0
1	0	0	0	1	.4074074	0
1	0	0	0	1	0	0
1	1	0	0	1	.2773993	0
1	0	0	0	1	.2657999	0
1	1	0	0	1	.5555556	0
1	0	0	0	1	.1851852	0
1	0	1	0	1	.2373946	0
1	0	0	0	1	0	2
1	0	0	0	1	.037037	0
1	0	0	0	1	.037037	0
1	0	0	1	0	.4814815	0
1	1	0	0	1	.037037	0
1	1	0	1	0	.2592593	0
1	1	0	0	1	.1862816	0
1	0	0	0	1	.2222222	0
1	0	0	0	1	.1413175	0
1	0	0	1	0	0	1
1	0	0	1	0	.249796	0
1	0	0	1	0	.3976092	0
1	0	1	1	0	.4910444	0
1	0	0	1	0	.8148148	2
1	0	0	1	0	.037037	0
1	0	0	1	0	.2366203	1
1	0	0	0	0	.4074074	2
1	1	0	1	0	.3703704	1
1	1	0	1	0	0	0
1	1	0	0	0	.7777778	0
1	1	1	1	0	.3583814	0
1	1	0	1	0	.8518519	0
1	1	1	1	0	.6296296	0
1	1	1	1	0	.7407407	0
1	1	0	1	0	.3333333	2
1	1	1	1	0	.5315286	2
1	0	0	1	0	.1481481	2
1	0	0	1	0	.249796	0
1	0	0	1	0	.4945951	2
1	1	0	1	0	.5185185	2
1	0	0	1	0	.3703704	1
1	0	0	1	0	.3077247	0
1	1	0	1	0	.037037	1
1	1	0	1	0	.4074074	2
1	0	1	1	0	.4814815	2
1	1	0	1	0	.3477294	0
1	0	1	1	0	.4839431	2
1	0	0	1	0	.1111111	0
1	1	1	1	0	.7407407	0
1	0	1	1	0	.485769	0
1	0	1	1	0	.8148148	0
1	0	0	0	1	.4074074	0
1	1	0	1	0	.3406281	1
1	0	0	0	1	.2764518	0
1	1	0	1	0	.5185185	0
1	1	0	1	0	.3441788	0
1	1	0	0	1	.3862703	0
1	1	0	0	1	.3703704	0
1	0	0	1	0	0	1
1	1	0	0	1	.3827197	0
1	0	0	1	0	.1111111	0
1	1	0	1	0	.4433067	0
1	0	0	0	0	.4987469	0
1	0	0	1	0	.4074074	0
1	1	0	1	0	.2876588	1
1	0	0	0	1	.3703704	0
1	1	0	0	1	.389821	0
1	0	0	0	1	.4444444	0
1	1	1	0	1	.1111111	0
1	0	0	1	0	.1481481	2
1	1	0	1	0	0	1
1	1	0	0	1	.5925926	0
1	0	0	0	1	.4473019	0
1	1	0	0	0	.6296296	0
1	1	0	0	0	.6666667	2
1	0	0	1	0	.3976092	2
1	1	0	0	0	.537343	1
1	1	0	0	0	.3859309	1
1	1	1	0	0	.5231404	0
1	1	0	0	0	.5089377	0
1	0	0	0	0	.7777778	0
1	1	0	0	0	.5053871	1
1	1	0	0	0	.29488	0
1	0	0	0	1	.3393739	0
1	1	0	1	0	.2557029	0
1	1	0	1	0	.5185185	2
1	1	0	0	0	.4001336	2
1	0	0	1	0	.5185185	0
1	1	0	1	0	.6296296	1
1	1	0	1	0	.3370775	1
1	1	0	0	1	.037037	1
1	0	0	1	0	.037037	0
1	0	0	0	1	.2657999	0
1	0	0	0	0	.7407407	2
1	0	0	1	0	.4814815	1
1	0	0	0	0	.2222222	0
1	0	0	0	0	.4596896	2
1	0	0	1	0	.1851852	0
1	0	1	1	0	.7777778	2
1	0	0	1	0	.4074074	0
1	0	0	1	0	.2592593	0
1	1	0	1	0	.5185185	0
1	0	0	1	0	.7037037	0
1	1	0	1	0	.4074074	1
1	1	0	1	0	.5185185	0
1	0	0	1	0	.2962963	0
1	0	0	1	0	0	0
1	0	0	1	0	.4074074	2
1	0	0	1	0	.1481481	0
1	1	0	1	0	.4814815	1
1	1	0	1	0	.3703704	2
1	1	0	1	0	.2222222	0
1	1	0	1	0	.2222222	2
1	1	0	0	0	.8148148	2
1	1	0	0	0	.962963	0
1	0	0	0	0	.5185185	0
1	1	0	0	1	.7777778	0
1	0	0	0	1	.2962963	0
1	0	0	0	1	.1111111	0
1	0	0	0	1	.962963	0
1	1	0	0	0	.6666667	0
1	1	0	0	0	.3703704	2
1	1	0	0	1	.0740741	0
1	0	1	0	0	.9259259	2
1	1	1	0	0	.8888889	0
0	1	1	0	0	.7777778	0
0	1	1	0	0	.7407407	2
0	1	1	0	0	.4814815	0
0	0	0	0	0	.2222222	0
0	0	0	0	0	.5734531	0
0	0	1	0	1	.4579539	0
0	1	0	0	0	.8518519	0
0	0	0	0	0	.8148148	0
0	1	1	0	0	.3703704	2
0	0	0	0	0	.6296296	2
0	0	0	0	0	.1481481	2
0	0	0	0	0	0	0
0	0	0	0	0	.6907673	0
0	0	0	0	0	.5185185	0
0	0	0	1	0	.3905079	1
0	0	1	1	0	.2222222	0
0	1	0	0	0	0	0
0	1	0	0	0	.5018364	1
0	1	0	1	0	0	0
0	1	0	1	0	0	0
0	0	1	0	0	.037037	0
0	0	1	0	0	.5925926	1
0	0	0	1	0	.4814815	2
0	0	0	1	0	.4074074	1
0	0	0	1	0	.0740741	0
0	0	0	1	0	.2222222	1
0	0	0	1	0	.4444444	2
0	1	0	0	0	.4143362	0
0	0	0	1	0	.3703704	1
0	0	1	1	0	.2222222	0
0	1	0	1	0	0	0
1	0	1	0	0	.5185185	2
1	0	0	0	0	.5185185	0
1	0	0	0	0	.5185185	2
1	0	0	0	0	.3333333	0
1	0	0	0	0	.4444444	0
1	0	0	0	0	.5925926	2
1	0	0	0	0	.037037	2
1	0	0	0	0	.037037	0
0	0	0	0	0	.3601288	2
0	0	0	0	0	1	0
0	1	1	0	0	.8148148	2
0	0	0	1	0	.2284921	2
0	1	0	0	0	.1111111	0
0	1	0	0	0	.526691	0
0	1	0	1	0	.037037	2
0	1	0	1	0	.4444444	0
0	1	0	0	0	.1111111	0
0	1	1	0	0	0	0
0	0	0	0	0	.4444444	2
1	1	0	0	1	.2962963	2
1	0	1	0	0	1	2
1	0	0	0	0	.962963	2
1	0	0	0	0	0	2
1	1	0	0	0	.3197346	2
1	0	0	0	0	.5925926	0
1	0	0	0	0	.5185185	2
1	1	0	0	0	.037037	2
1	0	0	0	1	.0740741	0
1	0	0	0	0	.0740741	2
1	0	0	0	0	.1481481	2
1	1	0	0	0	0	2
1	1	0	0	0	0	2
1	1	0	0	0	.3894816	2
1	0	0	0	0	0	2
1	0	0	0	0	.6296296	0
1	1	0	0	0	.6390458	2
1	0	0	0	0	.4074074	2
1	1	0	0	0	.7037037	2
1	0	1	0	1	.0740741	0
0	1	0	0	0	.6248432	2
0	0	0	0	0	0	2
0	0	0	0	0	.4814815	2
1	0	0	0	0	.2222222	0
1	0	0	0	0	.1111111	0
1	0	0	0	0	0	0
0	1	0	1	0	.4444444	0
0	0	1	1	0	.4444444	0
0	0	0	1	0	.0740741	0
0	0	0	1	0	.2222222	0
0	1	0	0	0	.4814815	2
0	0	0	0	0	.7407407	2
0	1	0	0	0	0	0
0	1	0	1	0	.8518519	0
0	0	0	0	0	.4814815	2
0	1	0	1	0	.5925926	0
0	1	0	0	0	.962963	2
0	1	0	0	0	.5925926	2
0	1	0	0	0	.5555556	2
0	0	0	0	0	.5555556	0
0	0	0	1	0	.2178401	2
0	0	1	0	0	.7777778	0
0	0	0	0	0	.2605679	0
0	1	0	1	0	.4444444	0
0	1	0	0	0	.4814815	0
0	0	1	0	0	.4444444	2
0	1	0	1	0	.5925926	2
0	0	0	0	0	.6666667	2
0	0	0	0	0	.4738922	2
1	0	0	0	1	.037037	1
1	0	1	0	1	.7777778	0
1	1	0	0	0	.1111111	0
1	1	0	0	0	.4036842	2
1	0	0	0	1	.037037	0
1	0	0	0	1	.2622492	0
1	0	0	0	1	.1481481	0
1	0	0	0	0	.6296296	2
1	1	0	0	0	.537343	2
1	0	0	0	0	.6018584	2
1	1	0	1	0	.4326547	0
1	0	0	0	0	.3565781	1
1	0	0	0	0	.2222222	2
1	0	0	0	0	.7407407	2
0	0	0	0	1	.4814815	0
0	0	0	0	1	.1481481	0
0	1	0	0	1	.5185185	0
0	0	0	0	1	.2962963	0
0	0	0	0	0	.5185185	0
0	0	0	0	1	.2592593	0
0	0	0	0	1	.2551479	0
0	1	1	0	1	.0740741	0
0	1	0	0	1	.3756184	0
0	0	1	0	0	.5555556	1
0	1	0	0	0	.962963	2
0	0	0	0	0	.4738922	0
1	1	0	0	0	.4982857	2
1	1	0	0	0	.7229954	2
1	0	0	0	0	.962963	2
1	1	0	0	0	.6296296	2
1	1	0	0	0	.6666667	2
1	1	0	0	0	.962963	0
1	1	0	0	0	.7407407	0
1	1	0	0	0	.8148148	2
0	0	1	0	0	.3530275	2
0	1	0	0	0	.962963	2
0	1	0	0	0	.4074074	1
0	1	0	0	0	.4107855	2
0	0	0	1	0	.037037	2
0	0	0	1	0	.1111111	0
0	1	0	1	0	.1481481	0
0	0	0	1	0	.2213908	0
0	0	0	1	0	.0740741	2
0	1	0	0	0	0	0
0	1	0	0	0	.1481481	2
0	0	1	0	1	.7777778	0
1	0	0	0	0	.7407407	2
1	1	0	0	0	.4444444	2
0	0	0	0	0	1	2
1	1	0	1	0	.5555556	0
0	0	0	0	1	.0740741	0
0	0	0	0	1	0	0
0	0	0	0	1	0	0
0	0	0	0	0	.2592593	0
0	0	1	0	0	.3703704	1
0	0	0	0	0	.8888889	2
0	1	1	0	0	.962963	0
0	0	1	0	0	.9259259	0
0	0	1	0	0	.4074074	2
0	0	0	0	0	.1111111	1
1	0	0	0	0	.1851852	2
1	1	0	1	0	.3703704	1
1	0	0	1	0	.9259259	2
1	0	0	1	0	.7037037	2
0	1	1	0	0	.7777778	2
