south	male	union	hisp	black	income01	tpid
0	0	0	0	0	.1481481	2
0	1	1	0	0	.7407407	0
1	1	0	0	0	.1111111	0
0	1	0	0	0	.8148148	2
0	1	0	0	0	.4107855	2
0	1	1	0	0	.4444444	2
0	1	0	0	0	.5185185	2
0	0	0	0	0	.8888889	0
0	1	0	1	0	.6296296	0
0	1	0	1	0	0	0
0	0	0	1	0	.4074074	0
0	1	0	1	0	.4444444	1
0	1	0	1	0	.2486015	1
0	0	0	0	0	.7407407	2
0	0	1	0	0	.7777778	0
0	0	1	0	0	.1481481	0
0	0	0	0	0	.4814815	2
0	1	0	0	0	.4074074	2
0	1	0	0	1	.5057933	0
0	0	0	1	0	.2249414	1
0	0	1	1	0	.4074074	0
0	0	0	0	0	0	0
0	0	0	0	0	.7777778	0
1	0	0	0	1	.5185185	0
1	0	0	1	0	.2592593	2
1	0	0	0	0	.1481481	2
1	1	0	1	0	.037037	0
1	1	0	0	1	.2222222	1
1	0	0	1	0	.2568973	0
1	1	0	0	0	.4074074	2
1	0	0	0	0	.2962963	2
1	0	0	0	1	.2222222	0
1	0	0	0	0	.037037	0
0	1	0	0	0	.8518519	2
0	0	1	0	0	.8148148	2
0	1	0	0	0	.962963	2
0	0	0	0	0	0	0
0	0	0	0	0	.7049699	2
0	0	0	0	0	.4074074	2
0	0	0	0	0	.037037	0
1	0	0	0	0	.3703704	0
1	0	0	0	1	.7037037	0
1	1	0	0	1	.2004843	0
1	0	0	0	1	0	0
1	0	0	0	1	.5555556	0
1	0	0	0	0	.2222222	0
1	1	0	0	1	.6666667	0
0	0	0	0	1	0	2
0	0	0	0	0	.1111111	0
0	0	0	0	0	.1481481	2
0	1	0	0	0	.1851852	2
0	0	0	0	0	.3703704	1
0	1	0	0	0	.6319446	2
0	1	0	0	0	.7777778	0
0	0	0	0	0	.7407407	2
0	1	0	1	0	.2222222	0
0	1	0	0	1	.6004617	0
0	1	0	0	1	.509344	0
0	0	1	0	1	.5185185	0
0	0	0	0	0	.7777778	2
0	1	0	0	0	0	1
0	0	0	0	1	.3760795	0
0	0	0	0	0	.5876557	0
0	0	1	0	0	.2534666	1
0	0	0	0	0	.2641186	1
0	1	0	0	0	.1111111	0
1	1	0	0	1	0	0
1	1	0	0	1	.1933829	0
1	0	0	0	0	.456139	1
1	0	0	0	1	.2962963	0
1	1	0	0	1	.28095	0
1	0	0	0	1	0	0
1	0	0	0	1	.2592593	0
1	0	1	0	1	.5555556	0
1	1	0	0	1	.9259259	0
1	0	0	0	1	.0740741	0
1	1	0	0	1	.3827197	0
0	0	1	0	0	.5925926	2
0	1	0	0	0	.5555556	2
0	0	1	0	0	.4074074	0
0	0	0	0	0	.3778821	0
0	1	0	0	0	.5337924	2
0	0	0	0	0	.3703704	0
0	0	0	0	0	.0740741	0
0	1	0	0	0	.2962963	2
0	0	0	0	0	.2222222	0
0	0	0	0	1	.1803748	1
0	1	0	0	1	.4814815	0
1	1	0	0	1	.0740741	0
1	1	0	0	1	.1111111	0
1	0	0	0	0	.4916456	2
1	0	1	0	1	.6666667	0
1	1	0	0	1	.2592593	0
1	1	0	0	1	.3703704	0
1	1	0	0	0	.7407407	2
1	0	0	0	0	.8888889	0
1	0	0	0	1	0	0
1	1	0	0	1	.3703704	0
1	1	0	1	0	.2222222	0
1	1	0	0	1	.3703704	2
1	0	0	1	0	.0740741	0
1	1	0	0	1	.5022427	0
1	0	0	0	1	.1661722	0
1	1	0	0	1	.1756296	0
1	1	0	0	1	.2222222	0
1	0	0	0	1	.0740741	0
1	0	0	0	1	.1481481	0
1	0	0	1	0	.1481481	0
1	0	1	1	0	.5688186	0
1	0	0	1	0	.2962963	0
1	0	0	1	0	.2366203	1
1	1	0	1	0	.2962963	0
1	0	1	1	0	.7407407	0
1	0	0	0	0	.1111111	1
1	0	0	1	0	.4814815	2
1	0	1	1	0	.5925926	2
1	1	0	1	0	.4255534	0
1	0	0	0	1	.2622492	0
1	0	0	1	0	.2213908	1
1	0	0	0	0	.1481481	2
1	0	0	0	0	.6666667	0
1	1	0	0	1	.1969336	0
1	0	0	0	0	.0740741	0
1	0	0	0	0	.7407407	2
1	1	1	0	0	.6296296	2
1	1	1	0	0	.8888889	2
1	0	0	0	0	.5925926	2
0	1	0	0	0	.8888889	0
0	1	0	1	0	.4444444	0
1	0	0	0	0	.9259259	2
0	1	0	1	0	0	1
0	1	0	0	0	.2222222	1
1	1	0	0	1	.3333333	0
1	1	0	0	0	.5302417	0
1	0	0	0	0	.6666667	2
1	0	0	0	1	.5611322	0
1	0	0	0	0	.2962963	0
1	0	0	0	1	.0740741	0
1	1	0	0	1	.3703704	0
1	1	0	0	1	.182731	0
1	1	0	0	1	.1898323	0
0	1	0	1	0	.3512801	0
0	1	0	0	0	.8518519	2
0	0	0	0	0	.8148148	2
0	0	1	0	0	.8518519	1
1	1	0	1	0	.6203837	1
1	0	0	0	1	.5925926	0
0	1	1	0	0	.1481481	0
0	1	0	0	0	.9259259	1
0	0	0	0	0	.4809936	2
0	0	0	1	0	.3333333	0
0	0	0	1	0	.2249414	0
0	0	0	1	0	.3703704	1
0	0	0	1	0	.3940586	1
0	1	1	0	0	.6666667	2
0	0	0	0	1	.2592593	1
0	0	0	0	1	.4571814	0
0	1	0	0	1	.2880513	0
0	1	0	0	0	.4982857	0
0	1	0	0	0	.5925926	0
0	0	0	0	1	.3589118	0
1	0	0	1	0	.1111111	0
1	0	0	1	0	.3219273	1
1	0	0	1	0	.4444444	1
1	0	0	0	1	0	0
0	1	0	0	0	.4074074	0
0	1	1	1	0	.1481481	0
0	0	0	1	0	.2222222	0
0	1	0	0	1	.2222222	0
0	1	1	0	0	.7407407	0
0	0	0	0	0	.8148148	0
0	1	0	0	0	.7407407	2
0	0	0	0	0	1	0
0	1	1	0	0	.8888889	1
0	0	0	0	0	.4444444	2
0	1	0	1	0	.4074074	0
0	1	0	1	0	.4074074	0
0	1	0	0	0	.8518519	2
0	1	0	0	1	.0740741	0
0	1	0	1	0	.4444444	1
0	1	0	0	1	.3333333	2
0	1	0	0	0	.4143362	0
0	0	1	0	0	.4814815	0
0	0	0	0	0	.6666667	2
1	0	0	0	0	.037037	0
0	1	0	0	0	.962963	2
0	0	0	1	0	.7407407	0
0	1	0	0	0	.7777778	0
0	0	0	0	0	.037037	1
0	1	0	0	0	.1481481	1
0	0	1	1	0	.3703704	0
0	0	0	1	0	0	1
1	1	0	0	1	.5185185	0
1	0	0	1	0	.2222222	2
1	0	0	1	0	.0740741	0
1	1	0	1	0	.1481481	1
1	1	0	1	0	.4814815	2
1	1	0	0	0	.5185185	0
1	0	0	0	0	.7037037	2
0	1	0	1	0	.0740741	1
0	1	0	1	0	.1111111	2
0	1	0	1	0	0	1
0	1	0	1	0	.4074074	2
0	0	0	0	0	0	1
0	0	0	1	0	.4074074	0
0	0	0	0	0	.5925926	2
0	1	0	1	0	.3703704	0
0	1	1	0	0	.5925926	2
1	1	0	0	1	.2592593	0
0	0	0	0	0	.8148148	2
0	0	0	1	0	.3703704	0
0	1	0	1	0	0	2
0	0	0	0	0	.6694633	0
0	0	1	0	0	.7777778	0
1	0	0	1	0	.1111111	0
0	0	0	0	1	.3703704	0
0	1	1	0	1	.2962963	0
1	1	0	0	0	.4444444	2
1	0	0	1	0	.3976092	2
1	1	0	0	0	.037037	0
0	0	0	1	0	.3703704	0
0	0	1	0	0	.962963	0
0	1	0	0	0	.2222222	0
0	1	0	0	0	.5185185	2
0	0	1	0	0	.4738922	2
0	0	1	1	0	.5925926	0
1	1	0	0	1	.1111111	0
0	0	0	0	0	.7407407	1
0	0	0	0	0	.3956354	0
0	0	1	1	0	.5925926	0
0	0	0	0	0	.4074074	2
0	1	0	0	0	.037037	0
0	1	0	0	0	.3703704	0
1	0	0	1	0	.2222222	0
0	1	0	1	0	.2222222	2
0	0	0	1	0	.0740741	0
0	1	0	1	0	.5555556	0
0	1	0	0	0	.8518519	2
0	1	0	0	0	.3703704	2
0	0	1	0	0	.7407407	2
0	0	0	1	0	.3703704	0
1	0	1	0	0	.5925926	0
1	1	0	0	0	.7407407	2
1	0	0	1	0	.2962963	0
1	0	0	0	0	.684628	2
1	1	1	0	0	.6296296	2
1	1	0	0	1	.1111111	1
0	0	1	0	0	.5925926	0
0	1	0	1	0	.4444444	0
0	1	0	0	0	.6296296	0
0	1	0	0	0	.5185185	2
0	1	0	0	0	.5185185	2
0	1	0	0	1	.5185185	0
1	0	0	0	0	.6666667	0
1	0	0	0	0	0	2
0	1	0	0	1	.7407407	0
0	1	0	1	0	.3335268	1
0	0	1	0	0	.8888889	0
0	0	1	0	0	.2925239	2
0	0	0	0	0	.7037037	2
1	0	0	1	0	.0740741	1
1	1	0	0	0	.9259259	2
0	1	0	1	0	.2222222	0
0	1	0	1	0	.037037	2
0	0	0	1	0	.4444444	0
0	0	0	1	0	0	0
0	1	0	0	0	.962963	2
1	1	0	0	0	.4444444	2
1	1	0	0	0	.9259259	0
0	0	0	1	0	.0740741	0
0	0	0	1	0	.7037037	1
0	0	0	0	0	.5925926	0
0	0	0	0	0	.1481481	0
0	1	0	1	0	0	1
0	0	0	0	0	.3814327	0
1	1	0	0	0	.4444444	0
1	0	0	0	0	.037037	0
1	1	0	0	1	.2222222	0
0	1	0	0	0	.7549514	0
0	1	0	1	0	.2222222	0
0	0	0	0	0	.1111111	1
0	1	0	0	0	.6666667	2
0	0	1	0	0	.4074074	0
0	0	0	0	0	.5185185	2
0	0	0	0	0	.5185185	0
0	1	0	0	0	.962963	2
0	1	0	0	0	.037037	2
0	0	0	0	0	.4596896	0
0	1	0	1	0	.1481481	0
0	0	0	1	0	.4047105	0
0	1	0	0	0	0	0
0	0	0	0	0	.3849834	0
0	0	0	0	0	.5185185	2
0	1	1	0	1	.4444444	0
1	1	0	0	1	.1969336	0
1	0	0	0	0	.7037037	2
0	1	0	0	0	.7407407	0
0	0	1	0	0	.5185185	0
0	1	0	0	0	.8518519	2
0	1	0	0	0	0	0
0	1	0	0	0	.5185185	2
1	0	0	1	0	.3976092	1
1	1	0	0	1	.5555556	0
0	0	0	1	0	.1851852	0
1	1	0	0	1	.5185185	0
0	0	0	0	0	.5185185	2
0	1	0	0	1	.2987033	1
1	0	0	0	1	.1481481	0
1	0	0	0	0	.4596896	0
1	1	0	0	0	.3894816	0
1	1	0	0	0	.5185185	1
0	1	0	0	0	.0740741	1
1	0	0	1	0	.3703704	0
1	0	0	0	0	.2818719	0
0	0	0	0	0	.4916456	2
0	0	1	0	0	.5925926	0
0	0	0	0	0	.5185185	0
0	0	1	0	0	.7407407	1
0	0	0	0	0	.0740741	1
0	0	0	0	0	.3333333	0
0	1	0	0	0	.2222222	1
1	0	0	0	0	.3601288	0
1	0	0	0	0	.1851852	0
0	0	0	0	0	.2962963	0
0	0	0	0	0	.3776137	0
0	1	0	0	0	.2962963	0
0	0	0	0	0	.1851852	0
0	1	1	0	0	.526691	0
0	0	0	0	0	.1851852	1
0	0	0	0	0	.1851852	0
0	1	0	0	0	0	2
0	0	0	0	0	.4074074	0
0	0	1	1	0	.5925926	2
0	1	0	0	0	.2962963	1
0	1	0	0	0	.1481481	0
0	0	1	0	0	.6978686	0
0	0	0	0	0	.5925926	1
0	1	0	0	0	.7407407	2
0	1	0	1	0	.3654827	0
0	0	0	0	0	.4444444	1
0	1	1	0	0	.8888889	2
0	0	0	0	0	0	0
0	0	1	0	1	.2222222	0
1	0	0	0	0	.3703704	0
0	1	0	0	0	.7407407	2
0	1	0	0	0	0	2
0	1	0	1	0	.9259259	1
1	1	0	0	0	.7777778	2
1	1	0	0	0	.4814815	2
0	1	0	0	0	.5555556	2
1	0	0	0	0	.5876557	1
0	1	0	1	0	.8148148	2
0	1	0	0	0	.7407407	1
1	1	1	0	1	.7407407	1
0	1	0	0	0	.5185185	1
0	0	1	0	0	.4074074	2
0	1	0	0	0	.7037037	2
0	0	0	0	0	.3703704	0
0	1	0	0	0	.037037	0
0	0	1	0	1	.4444444	0
0	1	1	0	0	.962963	1
0	1	0	1	0	.3703704	0
0	1	0	0	0	.7037037	1
1	1	0	0	0	.7037037	2
0	1	0	0	0	.037037	0
1	1	0	0	0	.7037037	2
1	1	0	0	0	.6296296	0
0	0	0	0	0	.7777778	0
0	1	0	1	0	1	2
0	1	0	1	0	.2962963	2
0	0	0	0	0	.5185185	0
0	0	0	0	0	.1481481	0
0	1	1	0	1	.6666667	0
1	1	0	0	0	.4074074	1
0	1	0	0	0	.5185185	2
0	1	1	0	0	.5555556	0
0	0	0	0	0	.4074074	2
1	0	0	0	0	.1111111	2
0	1	0	0	0	.7407407	2
0	1	0	0	0	.4814815	0
1	0	0	0	0	0	0
0	0	0	0	0	.2962963	1
0	1	1	0	0	.4074074	0
0	0	0	0	1	.5185185	0
0	0	1	0	0	.6296296	0
1	1	0	0	0	0	2
0	1	0	0	0	.7407487	2
1	1	0	0	0	.5555556	2
1	0	1	0	0	0	1
0	1	0	0	0	.2222222	0
0	1	1	0	1	.9259259	0
0	1	0	0	0	.6666667	2
0	1	0	0	0	.8888889	0
0	1	0	0	0	0	0
0	1	0	0	0	.2962963	1
0	0	1	0	0	.8518519	0
1	1	0	0	0	0	0
0	0	0	0	0	.5185185	0
1	0	0	0	0	.962963	2
0	1	0	0	0	.7037037	2
0	0	0	0	0	.2222222	2
0	1	0	0	0	.1111111	0
0	1	0	0	0	0	2
0	1	1	0	0	.5925926	1
0	1	0	0	0	.6666667	2
1	0	1	0	0	.8888889	0
1	0	1	0	0	.2962963	0
1	1	0	0	1	.0740741	0
0	1	1	0	0	.3703704	0
0	1	0	0	0	1	1
1	1	0	0	0	.5185185	2
0	1	0	1	0	.1481481	0
0	0	0	0	0	.8148148	2
0	1	0	0	0	0	0
1	0	0	0	0	.0740741	2
0	0	0	0	0	.1481481	2
0	0	0	0	0	.1481481	0
0	0	0	0	0	0	0
0	0	1	0	0	.5185185	2
1	1	0	0	1	.5185185	0
0	0	0	1	0	.6296296	0
1	0	0	0	0	.2222222	0
1	1	0	0	0	.8148148	1
0	1	0	0	0	.6296296	2
0	0	0	0	0	.8148148	0
0	0	0	0	0	.037037	0
1	1	0	0	0	.7037037	1
0	0	1	1	0	.9259259	2
1	1	0	1	0	.3703704	0
0	1	0	0	0	.7777778	2
0	0	0	1	0	.4074074	0
0	1	0	0	0	0	2
1	0	0	0	0	.7777778	2
0	1	0	0	0	0	1
0	1	0	1	0	.4814815	0
1	0	0	0	0	.4814815	0
0	0	0	0	0	.5185185	2
1	0	0	0	0	.3703704	2
0	0	0	0	0	.2592593	0
1	0	0	0	0	0	2
1	0	0	0	0	.0740741	0
0	1	0	0	0	.7037037	0
1	0	0	0	0	.5925926	2
0	0	0	0	0	.7777778	0
0	0	1	0	0	.7407407	0
0	1	1	0	0	.6666667	2
0	0	0	0	0	0	1
0	0	0	0	0	.1481481	2
0	0	0	0	0	.4074074	0
0	1	1	0	0	0	1
1	1	0	0	1	.962963	0
0	0	0	0	0	.5925926	0
0	1	0	0	0	1	1
1	1	0	0	0	.2962963	1
0	1	1	0	0	0	0
0	0	0	0	0	.2962963	2
1	0	1	0	0	.8518519	2
0	1	0	0	1	.3703704	0
0	1	0	0	0	.8518519	2
0	0	0	0	0	1	0
0	1	0	0	0	0	2
0	1	0	0	0	.5185185	0
0	1	0	0	1	.6296296	0
0	1	0	0	0	.8148148	0
0	0	0	0	0	.962963	0
1	0	0	0	0	0	2
0	1	0	0	0	.6296296	0
0	0	0	0	0	.8518519	2
1	0	0	0	0	.3703704	1
0	1	0	0	0	.5195897	2
1	1	0	1	0	.962963	1
0	0	0	0	0	.4074074	1
0	0	1	0	0	.7037037	0
0	1	0	0	0	.962963	0
1	1	0	0	1	.8148148	0
1	1	0	0	0	.8148148	2
0	0	0	0	0	.8888889	2
0	0	0	1	0	.5185185	0
0	0	0	0	0	.5555556	0
1	0	0	0	1	.5925926	0
1	1	0	0	0	.5185185	2
0	1	0	0	0	0	1
0	0	0	0	0	.7777778	2
0	0	0	1	0	.1481481	0
1	1	0	0	0	.6296296	0
0	1	0	1	0	.4074074	0
0	1	0	0	0	.8518519	0
0	0	0	0	0	.2962963	0
0	1	0	0	0	1	2
1	1	0	0	0	.5925926	2
1	0	0	0	0	.5770038	2
0	1	0	0	0	.9259259	0
0	1	1	0	0	.2592593	2
0	0	0	0	0	.7037037	0
1	1	0	1	0	.962963	0
0	0	1	0	0	.3636794	0
0	0	0	0	0	.5185185	2
0	1	0	0	0	.8888889	0
0	0	0	0	0	.8888889	2
0	1	1	0	0	.2222222	0
0	1	0	0	0	.962963	0
0	0	0	0	0	.1481481	2
1	1	0	1	0	.4074074	0
0	1	1	0	0	.3703704	0
0	0	0	0	0	.2962963	0
1	1	0	0	0	.3703704	2
0	0	0	0	0	.8518519	0
0	0	1	0	0	.8518519	0
0	1	0	0	0	.962963	0
0	0	0	0	0	.3703704	0
1	1	0	0	0	.5185185	2
0	0	1	0	0	.4074074	0
1	0	0	0	0	.5185185	2
1	0	0	0	0	1	2
1	0	0	0	0	.7037037	2
1	1	0	0	0	.9259259	0
0	1	0	0	0	.9259259	2
0	0	0	0	0	.3703704	2
1	0	0	0	1	.037037	0
1	1	0	0	0	.8518519	0
0	0	0	0	0	.7407407	2
1	0	0	0	0	.6296296	0
0	0	1	0	0	.5185185	1
0	1	1	0	0	.2592593	2
0	0	0	1	0	.2222222	0
1	0	0	0	0	.8888889	2
1	0	0	0	1	0	0
1	1	0	0	0	.1481481	2
0	0	0	0	0	.7407407	0
0	1	1	0	0	.7407407	2
0	1	0	0	0	.7037037	2
0	1	0	0	0	.3703704	1
0	0	0	0	0	.4444444	2
0	1	0	0	0	.6666667	2
0	1	1	0	0	.7777778	2
0	0	0	0	0	.5555556	0
0	1	0	0	0	.3703704	2
0	1	0	0	0	.962963	2
0	0	0	0	0	.4074074	0
1	0	0	0	0	.5925926	0
0	0	0	0	0	0	0
1	0	0	0	0	.4444444	0
1	1	0	0	0	.9259259	2
1	0	0	0	0	.3333333	0
0	1	0	0	0	.2592593	0
0	0	0	0	1	.5925926	0
0	0	0	0	1	0	0
0	1	0	0	0	.4074074	2
0	1	0	0	0	.5185185	2
1	0	0	0	0	.6018584	2
0	1	0	0	0	.2962963	0
0	0	0	0	0	.6666667	0
0	0	0	0	0	.962963	0
0	1	1	0	0	1	0
0	1	0	0	0	.6296296	2
1	0	0	0	0	.5555556	2
0	0	0	0	1	.962963	0
0	0	0	0	0	.4074074	0
1	1	0	0	1	.037037	1
0	1	0	0	0	.9259259	2
0	0	1	0	1	.7037037	0
1	0	1	0	0	.8148148	0
1	0	0	1	0	.7777778	1
1	1	0	0	0	.8518519	2
0	1	0	0	0	.8518519	2
0	1	0	0	0	.4444444	0
0	1	0	0	0	.7407407	0
0	0	0	0	0	.7037037	2
0	0	0	0	0	.5555556	2
0	0	0	0	0	.8518519	0
0	0	0	0	1	.4074074	0
1	0	0	0	0	0	2
1	1	0	0	1	.4444444	1
1	1	0	0	0	.5925926	2
1	0	1	0	0	0	0
1	0	0	0	0	.8888889	2
0	1	1	0	0	.7037037	1
1	0	0	1	0	.962963	2
0	0	0	0	0	.962963	0
0	0	0	0	0	.8148148	0
0	1	1	1	0	.5925926	0
0	1	0	0	0	.7777778	2
1	1	0	0	0	.3703704	2
0	0	0	0	0	.7777778	2
0	0	0	1	0	0	1
0	1	1	0	0	0	0
1	0	0	0	0	.7037037	2
1	0	0	0	1	.3703704	0
0	0	0	0	0	.4074074	0
1	0	0	0	0	0	1
0	1	1	0	0	0	2
1	1	0	0	0	.2962963	2
0	0	0	0	0	.9259259	2
0	1	0	0	1	.5925926	0
1	0	0	0	0	.9259259	2
1	1	0	0	0	.5185185	0
1	0	0	1	0	.4444444	0
1	1	1	0	1	.4074074	0
0	0	0	0	0	.7777778	0
1	0	1	0	0	1	2
0	1	0	0	0	.5018364	1
1	1	0	0	0	.8148148	2
1	0	0	0	0	.3333333	1
0	0	1	0	0	.5925926	1
0	0	1	0	1	.7777778	0
0	0	0	0	0	.8518519	2
1	0	0	0	1	.1481481	0
0	1	1	0	0	.6666667	1
0	0	0	0	0	.1481481	2
0	1	1	0	0	.7407407	2
0	0	1	0	0	.7407407	1
1	1	0	0	0	.5925926	0
1	0	1	1	0	.7037037	0
0	0	1	0	0	.8888889	2
1	0	0	0	0	.962963	2
1	1	0	0	0	0	0
0	0	0	0	0	.5185185	0
0	1	0	1	0	.962963	2
0	1	0	0	0	.9259259	2
1	1	1	0	0	.7407407	0
0	1	0	0	0	.7037037	0
0	0	0	0	0	.5555556	0
0	1	1	0	0	.5925926	0
1	0	1	0	0	.7777778	2
1	0	0	0	1	.7777778	0
1	0	0	0	0	.7407407	2
0	1	0	0	0	0	1
1	1	0	0	0	.8518519	2
0	1	0	0	0	.4444444	0
0	0	0	0	0	.5876557	2
1	1	0	0	0	.7777778	2
0	1	0	0	0	.6666667	0
0	0	1	0	0	.8148148	2
0	1	1	1	0	.6296296	2
0	0	0	0	0	.7037037	0
0	0	0	0	0	.7407407	0
0	1	0	0	0	.0740741	1
1	1	0	0	1	.5925926	2
0	0	0	0	0	.4074074	2
0	0	0	0	0	.7777778	2
1	1	1	0	0	.5185185	0
0	1	0	1	0	.3703704	0
0	1	0	1	0	.962963	0
1	0	1	0	0	.5628011	1
0	0	0	0	0	.7407407	2
0	0	0	1	0	.8888889	0
0	1	0	0	0	.4074074	1
0	1	0	0	0	1	2
0	0	0	0	0	.8148148	0
0	0	0	0	0	.5185185	0
1	1	0	0	0	.3703704	2
0	0	1	0	0	.7037037	2
0	1	1	0	1	.9259259	1
0	1	1	0	0	.5185185	0
0	0	0	0	0	.1481481	0
1	1	0	0	0	.3703704	0
0	1	0	0	0	.4982857	2
1	0	0	0	0	0	2
0	1	1	0	0	.5555556	2
0	0	0	0	0	.6296296	1
1	1	0	1	0	0	2
1	0	0	0	0	.5925926	0
0	0	0	0	0	.6666667	2
0	0	1	1	0	.7777778	0
1	1	0	0	0	.6666667	2
0	0	0	0	0	.3814327	1
0	0	0	0	0	.3703704	0
0	0	0	0	0	.7407407	2
1	1	0	0	0	.4074074	0
0	0	1	0	0	.2592593	2
0	1	0	0	0	.5185185	0
0	0	0	0	0	.2962963	0
0	1	0	0	0	.1481481	1
0	1	1	0	1	.037037	0
0	0	0	0	1	.4074074	0
1	1	0	1	0	.9259259	0
0	1	0	0	0	.8518519	2
1	1	0	0	0	.1481481	2
0	0	0	0	0	.4814815	2
0	0	1	0	0	.7407407	0
1	1	0	0	0	.3703704	0
1	1	0	0	0	.7777778	2
0	0	0	0	0	.4809936	2
0	1	0	0	0	.7407407	0
0	0	1	0	0	.4074074	1
1	1	0	0	1	.7037037	0
1	0	0	0	0	.5185185	0
0	0	1	0	0	.962963	1
0	0	0	0	0	.6666667	0
0	1	0	0	0	.6296296	2
0	1	0	0	0	.7407407	2
0	0	0	0	0	.4074074	0
0	0	0	0	0	.7407407	2
0	1	0	0	0	.8888889	2
0	1	0	0	0	.2962963	0
1	1	0	0	1	.7777778	0
0	1	0	0	1	.6296296	0
1	1	0	0	0	.5053871	0
0	0	0	0	0	.6296296	1
1	0	0	0	1	.5555556	0
0	1	1	0	0	.962963	0
0	0	0	0	0	.8148148	0
0	1	0	0	0	.4814815	2
0	1	0	0	0	.3333333	2
0	0	0	0	0	.1481481	0
0	1	0	0	0	.7407407	2
1	0	0	0	0	.8888889	0
1	1	1	0	0	.7037037	1
1	0	0	0	0	0	1
1	0	0	0	0	.7037037	2
0	0	0	0	0	0	2
0	0	1	0	0	.6296296	2
0	0	0	0	0	.3703704	0
1	1	0	0	0	.037037	2
0	1	0	0	0	.4814815	2
0	0	0	0	0	.0740741	0
0	1	0	0	0	0	1
0	0	0	0	0	.4074074	2
1	1	0	0	1	0	0
0	0	0	0	0	.8888889	2
1	0	0	0	0	.4814815	2
0	1	0	0	0	.8888889	2
0	1	1	0	0	.7407407	2
0	1	1	0	0	.962963	2
0	1	1	0	0	.8518519	2
0	1	1	0	0	.8888889	0
0	1	0	0	0	.4444444	1
0	1	0	0	0	.2222222	1
0	0	0	0	0	0	2
0	0	0	0	0	.5925926	0
1	0	0	0	0	.3703704	2
0	1	1	0	0	.7407407	2
1	1	0	0	1	.8518519	0
0	1	0	0	0	.0740741	0
1	1	0	0	0	.4444444	2
0	1	0	0	0	.8888889	0
0	1	1	0	0	.6666667	2
1	0	0	1	0	.037037	0
1	1	0	0	0	0	1
0	1	0	0	0	.2222222	2
0	1	1	0	0	.5925926	2
1	0	0	0	0	0	1
0	0	0	1	0	.2962963	0
0	0	0	0	0	.6296296	0
1	1	0	0	1	.4074074	1
0	1	0	1	0	.2592593	0
1	1	0	0	0	.5925926	2
0	0	0	0	1	.2222222	0
0	0	0	0	0	.0740741	0
1	0	1	0	0	0	2
1	1	0	0	0	.7407407	0
1	1	0	0	0	.2222222	1
0	0	0	0	0	.9259259	2
0	0	1	0	0	.6666667	0
0	1	1	0	0	.2592593	0
0	0	1	0	0	.1481481	0
0	1	0	0	0	.7037037	0
0	1	0	0	0	.5555556	2
0	0	1	0	0	.7407407	2
0	1	1	0	0	.6296296	0
0	1	0	0	0	.0740741	1
0	0	1	0	0	.2592593	0
0	1	0	0	1	.037037	0
1	0	0	0	1	.4074074	0
0	1	1	0	1	.5185185	0
1	1	0	1	0	.6296296	0
0	1	0	0	1	.037037	0
0	1	0	0	0	.7037037	2
0	0	0	0	0	.7777778	2
0	1	1	1	0	.5185185	0
1	1	0	1	0	.5555556	0
1	0	0	0	0	.3703704	1
0	1	0	0	0	.6319446	0
1	0	0	0	0	.6296296	1
0	1	0	0	0	.9259259	0
0	0	0	0	0	.4074074	0
0	1	0	0	0	.5925926	2
0	0	0	0	0	.4074074	2
1	0	1	0	0	.5555556	2
0	0	0	0	0	0	2
0	1	1	0	0	.8148148	2
0	1	0	0	0	.8518519	1
0	1	0	0	0	.0740741	0
0	1	1	1	0	.7407407	0
0	0	0	0	0	.9259259	0
0	0	0	0	0	1	2
1	1	0	0	1	.8518519	0
1	1	0	0	0	1	1
0	0	0	0	0	.9259259	2
0	1	1	0	0	.2962963	2
0	1	1	0	0	.7037037	0
0	0	1	0	0	.3814327	1
0	0	0	0	0	0	0
0	0	1	0	0	.8148148	0
0	1	1	0	1	.7777778	0
0	0	0	0	0	.8148148	2
0	0	0	0	1	.3703704	0
1	1	1	0	0	.9259259	0
0	1	0	1	0	.4074074	2
1	0	0	0	0	.037037	0
1	0	0	0	0	.8888889	2
1	1	0	0	0	.8148148	2
1	1	0	0	0	.3703704	2
0	0	0	0	0	.037037	0
1	1	0	0	0	.962963	2
0	1	0	0	0	1	2
1	0	0	0	1	.7037037	0
0	1	0	0	0	.8148148	0
0	1	0	0	0	.2222222	2
1	0	0	0	1	.7407407	0
1	1	0	0	0	.4444444	0
1	0	0	1	0	.1481481	2
0	1	0	0	0	.8148148	0
0	0	0	0	0	.2222222	2
0	1	0	0	0	0	0
1	1	0	0	0	.8888889	1
0	0	0	0	0	.3333333	0
0	0	0	0	0	.8888889	1
0	0	1	0	0	.5925926	2
0	0	0	0	0	.962963	2
0	0	0	0	0	.9259259	2
0	0	0	0	1	.2592593	0
0	1	0	0	1	0	0
1	0	0	0	0	.8518519	2
0	0	0	0	1	0	0
0	0	0	0	1	.5185185	0
0	1	0	0	0	.7407407	0
0	1	0	0	0	.2222222	2
0	1	0	0	0	.8148148	2
0	1	0	0	0	.9259259	2
0	1	0	0	0	0	2
0	0	0	0	0	.7037037	2
0	0	1	0	0	.2592593	0
0	0	1	0	0	.5734531	0
0	0	1	0	0	.5876557	0
1	0	0	0	0	.9259259	2
1	0	0	0	0	.3703704	2
1	1	0	0	0	.5185185	0
0	0	0	0	0	.5555556	2
