south	male	age01	unemp	union	income01	auth01	extrav01	agree01	consc01	stable01	openness01	econ01	educ1	educ2	educ3	educ4	educ5
1	1	.8333333	0	0	.9259259	0	.75	.5833333	.8333333	.8333333	.8333333	.8333333	0	0	0	0	1
0	0	.25	0	0	.5925926	.5	.9166667	.6666667	.8333333	.5833333	1	.3333333	0	0	1	0	0
0	0	.6666667	0	0	.3814327	.75	.9166667	1	1	.5833333	.8333333	.6666667	0	1	0	0	0
1	1	.25	0	0	.4444444	.25	.5	.8333333	.5	.25	1	.7	0	0	0	0	1
1	0	0	0	0	.037037	.25	.6666667	.6666667	.8333333	.6666667	.8333333	.3	0	0	1	0	0
0	1	1	0	0	.7549514							.75	0	0	0	0	1
0	0	.5	1	0	.1111111	.625	.6666667	.5833333	.8333333	.75	.9166667	.4333333	0	0	1	0	0
0	1	0	0	0	.6666667	0	.6666667	.25	.8333333	.75	.9166667	.1666667	0	0	1	0	0
0	0	.0833333	0	1	.4074074	.25	1	.9166667	.9166667	.9166667	1	.6666667	0	0	1	0	0
0	0	.4166667	0	0	.5185185	0	.8333333	.9166667	1	.75	.8333333	.3333333	0	0	0	1	0
0	0	.1666667	0	0	.5185185	.5	.5833333	1	1	1	.75	.5333334	0	0	1	0	0
0	1	.6666667	0	0	.962963	.625	.5	.5833333	.75	.5833333	.5	.0333333	0	0	0	1	0
0	1	.1666667	0	0	.037037	1	.5	.5	.5833333	.5	.5833333	.2083333	0	1	0	0	0
0	1	.1666667	0	0	0	.75	.5833333	.6666667	1	.5	.5833333	.5666667	0	0	1	0	0
0	0	.75	0	0	.3849834	.75	.6666667	.4166667	.5833333	.5	.5	.625	0	1	0	0	0
0	0	.9166667	0	0	.5185185	0	.5833333	.8333333	.8333333	.6666667	.8333333	0	0	0	1	0	0
1	0	.0833333	0	0	.7037037	1	.5833333	.5833333	.8333333	.5833333	.6666667	.5666667	0	0	1	0	0
0	1	.25	0	0	.7407407	0	.5	.5833333	.8333333	.1666667	.8333333	.8	0	0	1	0	0
0	0	.5833333	0	1	.5185185	0	.9166667	1	1	.5	.9166667	.9333333	0	0	0	0	1
0	1	.5	0	0	.8518519	.5	.8333333	.6666667	.8333333	.6666667	.8333333	.1	0	0	0	1	0
0	1	.3333333	0	0	0	1	.3333333	.5833333	.5	.4166667	.5	.6333333	0	1	0	0	0
0	1	1	0	0	.5185185	.75	.3333333	.6666667	1	1	.6666667	.3333333	0	1	0	0	0
0	0	.8333333	0	0	.5185185	.5	.5	.9166667	.75	.75	.5	.3	1	0	0	0	0
1	0	.0833333	0	0	.4596896	1	.8333333	.6666667	.75	.8333333	.75	.5416667	0	0	1	0	0
1	1	.0833333	0	0	.3894816	1	.5	.5	.5	.5	.5	.7	0	1	0	0	0
1	1	.75	0	0	.5185185	.625	1	.6666667	1	1	.6666667	.2666667	0	1	0	0	0
0	1	.4166667	1	0	.0740741	0	.3333333	.4166667	.75	0	.0833333	.2666667	0	0	1	0	0
1	0	.75	0	0	.2818719	.875	.6666667	.6666667	.75	.6666667	.75	.5	1	0	0	0	0
0	0	.8333333	0	0	.4916456	1	.6666667	.5	.6666667			.625	0	0	1	0	0
0	0	.25	0	1	.5925926	.75	.5	.5833333	.6666667	.0833333	.4166667	.5	0	0	0	1	0
0	0	.3333333	0	0	.5185185	.5	.5833333	.8333333	.8333333	.5833333	.5833333	.7	0	0	1	0	0
0	0	.75	0	1	.7407407	1	.5	.9166667	.6666667	.5833333	.3333333	.4583333	0	1	0	0	0
0	0	.0833333	0	0	.0740741	.5	.6666667	.4166667	.5833333	.4166667	.5833333	.5833334	0	1	0	0	0
0	0	.0833333	0	0	.3333333	.75	.25	.9166667	1	.4166667	.8333333	.7333333	0	0	0	1	0
0	1	1	0	0	.2222222	.875	.5	.9166667	1	.5833333	.6666667	.4166667	0	1	0	0	0
1	0	.25	0	0	.1851852	.5	.8333333	.5	.5833333	.3333333	.5	.6333333	0	1	0	0	0
0	0	.5	0	0	.2962963	.75	.25	.75	1	.6666667	1	.4166667	0	1	0	0	0
0	0		0	0	.3776137	.5	.3333333	.75	.5833333	.9166667	.5	.625	0	1	0	0	0
0	1	.5833333	0	0	.2962963	.5	.5833333	.9166667	.5833333	.8333333	.8333333	.3333333	0	0	1	0	0
0	0	.75	0	0	.1851852	.5	.8333333	.4166667	1	.0833333	.5	.5416667	1	0	0	0	0
0	1	.75	0	1	.526691	.875	.6666667	.5833333	.9166667	.5833333	.8333333	.5	0	0	1	0	0
0	0		0	0	.1851852	.75	.5	1	.9166667	.25	.5833333	.5	1	0	0	0	0
0	0	.5833333	0	0	.1851852	.5	.6666667	1	1	1	.75	.6666666	0	0	1	0	0
0	0	.5833333	0	0	.4074074	.25	.5	.5	.3333333	.5833333	.6666667	.4583333	0	0	1	0	0
0	1	.75	0	0	.2962963	.625	.5	.8333333	.4166667	.5833333	.75	.2666667	0	0	1	0	0
0	0	.8333333	0	1	.6978686	.25	.75	.5833333	1	.8333333	.8333333	.8	0	0	0	0	1
0	0	.75	0	0	.5925926	.5	.5	.4166667	1	.75	.5833333	.5333334	0	0	0	0	1
0	1	1	0	0	.7407407							.125	0	0	1	0	0
0	0	.5833333	0	0	.4444444	.5	.3333333	.6666667	.4166667	.6666667	.5833333	.5	0	1	0	0	0
0	1	.4166667	0	1	.8888889	1	.5833333	.5	.9166667	.8333333	.4166667	.0333333	0	0	0	1	0
1	0	.6666667	0	0	.3703704	.5	.25	.6666667	.75	.5833333	.6666667	.7666667	0	0	0	0	1
0	1	.8333333	0	0	.7407407	1	.9166667	.5	.9166667	.9166667	.4166667	.0666667	0	0	1	0	0
0	1	.3333333	0	0	0	.25	.25	.5	.3333333	.5	.4166667	.6	0	1	0	0	0
1	1	.75	0	0	.7777778	1	.25	.6666667	.8333333	.8333333	.5	.1333333	0	0	1	0	0
1	1	.8333333	0	0	.4814815	.75	.5833333	.75	.8333333	.8333333	.5833333	.2333333	0	1	0	0	0
0	1	1	0	0	.5555556	.75	.5	.75	.75	.8333333	.3333333	.2	0	0	1	0	0
1	0	.6666667	0	0	.5876557	.75	.8333333	1	1	.8333333	.75	.875	0	0	0	1	0
0	1	.4166667	0	0	.7407407	.75	0	.8333333	.6666667	.6666667	.6666667	.3666667	0	0	1	0	0
0	0	.8333333	0	1	.4074074							.2083333	0	1	0	0	0
0	1	.8333333	0	0	.7037037	.5	.9166667	.8333333	.9166667	.75	.8333333	.1666667	0	0	1	0	0
0	0	.9166667	0	0	.3703704	0	.6666667	.75	.5	.75	.5833333	.7	0	1	0	0	0
0	1	.8333333	0	0	.037037	.5	.0833333	.75	.6666667	.3333333	.8333333	.7666667	0	0	0	1	0
0	1	.8333333	0	1	.962963	0	.3333333	.5	.9166667	.5	.5833333	.3	0	0	0	1	0
0	1	.4166667	0	0	.7037037	0	.25	.5833333	.3333333	.4166667	.6666667	.7	0	0	1	0	0
1	1	.4166667	0	0	.7037037	.25	.1666667	.5	.75	.4166667	.5	.1333333	0	0	1	0	0
0	1	.9166667	0	0	.037037	.5	.3333333	.8333333	.4166667	.5833333	.5833333	.7	1	0	0	0	0
1	1	.5833333	0	0	.7037037	1	.6666667	.4166667	.8333333	.9166667	.5833333	.4	0	0	1	0	0
1	1	.3333333	0	0	.6296296	1	.5	.5833333	.9166667	.8333333	.5	.625	0	1	0	0	0
0	0	.6666667	0	0	.7777778	0	.25	.8333333	.75	.5	.4166667	.6	0	0	0	0	1
0	0	.5	0	0	.5185185	.5	.5833333	.6666667	.5833333	.3333333	.3333333	.4333333	0	0	1	0	0
0	0	.4166667	0	0	.1481481	0	.8333333	1	1	1	.9166667	.6333333	0	0	1	0	0
1	1	.5833333	0	0	.4074074	.75	.5	.5	.5	.5	.5	.7666667	0	1	0	0	0
0	1	.5	0	0	.5185185	.75	.0833333	.6666667	.9166667	.75	.4166667	.2	0	0	0	1	0
0	1	.9166667	0	1	.5555556	.75	.5	.6666667	.5833333	.75	.8333333	.9	0	0	1	0	0
0	0	.8333333	0	0	.4074074	.5	.5	.8333333	.8333333	.6666667	.5	.5333334	0	0	1	0	0
1	0	.6666667	0	0	.1111111	1	.5	.5	.5	.5	.5	.3333333	0	0	0	1	0
0	1	.5833333	0	0	.7407407	.75	.5833333	.75	.8333333	.8333333	.3333333	.2333333	0	0	0	1	0
0	1	.6666667	0	0	.4814815	0	.1666667	.9166667	.8333333	.9166667	.6666667	.5666667	0	0	0	1	0
1	0	.5833333	0	0	0	.75	.3333333	.8333333	.8333333	.6666667	.3333333	.5333333	0	0	1	0	0
0	0	.75	0	0	.2962963	1	.75	.6666667	.9166667	.5	.5	.75	0	0	1	0	0
0	1	.8333333	0	1	.4074074	1	.75	.4166667	.8333333	.6666667	.4166667	.7	0	1	0	0	0
0	0	.3333333	0	1	.6296296	.25	.75	.8333333	1	.75	.3333333	.8	0	0	0	0	1
1	1	1	0	0	.5555556	1	.5	.5	.5	.5	.5	.1	0	0	1	0	0
1	0	.5833333	0	1	0	1	.5833333	.9166667	1	.9166667	.9166667	.3666667	0	0	1	0	0
0	1	.75	0	0	.2222222	.75	.1666667	.8333333	.8333333	.8333333	.5	.5666667	0	0	1	0	0
0	1	.75	0	0	.8888889	0	.4166667	.8333333	.4166667	.6666667	.8333333	.6333333	0	0	0	0	1
0	1	.5833333	0	0	0	1	.4166667	.5833333	.9166667	.8333333	.75	.4333333	0	0	1	0	0
0	0	.5	0	1	.8518519	.5	.6666667	.9166667	.8333333	.6666667	.6666667	.5666667	0	0	0	1	0
0	0	.5	0	0	.5185185	.75	.25	.5		.5	.5	1	0	1	0	0	0
1	0	.5	0	0	.962963	.25	.5833333	.8333333	.9166667	.5833333	.75	.0666667	0	0	0	0	1
0	1	.5833333	0	0	.7037037	.5	.5833333	1	.9166667	.8333333	.5	.1	0	0	0	1	0
0	0	.0833333	0	0	.2222222							.2083333	0	0	0	1	0
0	1	.75	1	0	.1111111	.25	.6666667	.9166667	.9166667	1	1	.7333333	0	0	1	0	0
0	1	.8333333	0	0	0	.5	.5	.75	.75	.8333333	.4166667	.2333333	0	0	1	0	0
0	1	.5	0	1	.5925926	.75	.25	.25	.9166667	1	.9166667	.1666667	0	0	0	1	0
0	1	.6666667	0	0	.6666667							.0833333	0	0	1	0	0
1	0	.5833333	0	1	.8888889	.5	.75	.8333333	1	1	1	.5666667	0	0	0	0	1
1	0	.8333333	0	1	.2962963	1	.5833333	.75	.8333333	.75	.5833333	.4583333	0	0	1	0	0
0	1	.9166667	0	1	.3703704	.5	.25	.6666667	1	.8333333	.8333333	.9333333	0	1	0	0	0
0	1	.5833333	0	0	1	.25	.5833333	.5	.75	.5	.5833333	.6333333	0	0	0	0	1
1	1	.5833333	0	0	.5185185	1	.75	.5	1	.5833333	.5833333	.2	0	0	1	0	0
0	0	.3333333	0	0	.8148148	.75	.6666667	.5	.8333333	.5	.5	.2666667	0	0	0	1	0
0	1	.6666667	0	0	0	0	0	.9166667	.3333333	.9166667	.75	.9333333	0	0	0	1	0
1	0	.0833333	1	0	.0740741	.25	.25	.8333333	.3333333	.9166667	.5833333	.4333333	0	0	1	0	0
0	0	.4166667	0	0	.1481481	.75	.75	.9166667	1	1	1	.5	0	0	1	0	0
0	0	.4166667	0	0	.1481481	0	.3333333	.75	.3333333	.5	.5	.7666667	0	0	0	1	0
0	0	.5833333	0	0	0	.5	.9166667	1	.8333333	.8333333	.6666667	.625	0	0	1	0	0
0	0	.9166667	0	1	.5185185							.375	1	0	0	0	0
1	0	0	0	0	.2222222	.75	.0833333	.75	.6666667	.1666667	.5833333	.5	0	1	0	0	0
1	1	.5833333	0	0	.8148148	.5	.5	.9166667	1	.9166667	.6666667	.7333333	0	0	0	1	0
0	0	.6666667	0	0	.8148148	.75	.6666667	1	1	.9166667	.6666667	.6	0	0	1	0	0
0	0	.0833333	0	0	.037037	0	.6666667	.9166667	.6666667	.75	.8333333	.8666667	0	0	1	0	0
0	1	.9166667	0	0	.7777778	.5	.3333333	.8333333	1	.9166667	.5833333	.2333333	0	0	0	1	0
0	1	.5833333	0	0	0							.0416667	0	0	1	0	0
1	0	.75	0	0	.7777778	.25	.75	.5833333	.8333333	.75	.6666667	.3	0	0	0	0	1
0	1	.1666667	0	0	0	0	0	.5833333	.75	.75	.1666667	.8333333	0	0	0	1	0
0	0	.8333333	0	0	.5185185	.5	.8333333	1	1	.9166667	.9166667	.4	0	0	1	0	0
1	0	.25	0	0	.3703704	1	.5	.6666667	.8333333	.8333333	.9166667	.3666667	0	1	0	0	0
0	0	1	0	0	.2592593	.5	.5	.75	.5833333	.5	.75	.8333333	0	0	1	0	0
1	0	.9166667	0	0	0	.75	.6666667	.9166667	1	1	.6666667	.3333333	0	1	0	0	0
1	0	.5	0	0	.0740741	.75	.6666667	.75	.8333333	.5	.4166667	.6333333	0	1	0	0	0
0	1	.9166667	0	0	.7037037	0	.9166667	.25	1	.75	.5	.7666667	0	0	0	0	1
1	0	.5	0	0	.5925926	.75	.6666667	.5833333	.5	.25	.6666667	.4333333	0	0	1	0	0
0	0	.6666667	0	0	.7777778	.5	1	.9166667	.9166667	.8333333	1	.3333333	0	1	0	0	0
0	1	.6666667	0	1	.6666667	.75	.9166667	.75	1	.5833333	1	.1666667	0	0	1	0	0
0	0	.75	0	0	0	1	.25	.6666667	.8333333	.5833333	.5	.7	0	1	0	0	0
0	0	1	0	0	.1481481	.75	.5	.9166667	.6666667	.6666667	.3333333	.1666667	1	0	0	0	0
0	0	.5	1	0	.4074074	.25	.25	.75	.6666667	.8333333	.8333333	.7333333	0	0	0	1	0
0	0	.5833333	0	0	.5925926	.75	.6666667	.6666667	.9166667	.4166667	.5	.6333333	0	0	1	0	0
0	1	.25	0	0	1	0	.25	.6666667	.8333333	.6666667	.5833333	.5416667	0	0	1	0	0
1	1	.25	0	0	.2962963	0	.5833333	.4166667	.75	.5	.8333333	.3888889	0	0	1	0	0
0	1	.8333333	0	1	0	1	.5	.5	.5	.5	.5	.3	0	1	0	0	0
0	0	.8333333	0	0	.2962963	.5	.9166667	.6666667	1	.9166667	.6666667	.1333333	0	0	1	0	0
1	0	.3333333	0	1	.8518519	1	.5	.5833333	.75	.9166667	.5833333	.2333333	0	0	0	1	0
0	1	.6666667	0	0	.8518519	.5	.25	.8333333	.9166667	.5833333	.5833333	.1666667	0	0	0	0	1
0	0	.3333333	0	0	1	0	.4166667	.6666667	1	.5833333	.5	.2333333	0	0	0	0	1
0	1	.9166667	0	0	0	.75	.3333333	.8333333	.9166667	.75	.8333333	.2666667	0	0	0	1	0
0	1	0	0	0	.8148148	.75	.6666667	.75	.5	.8333333	.8333333	.6666667	0	0	1	0	0
0	0	.5833333	0	0	.962963	0	.9166667	.9166667	1	.8333333	.9166667	.6333333	0	0	0	1	0
1	0	.0833333	0	0	0	.75	.5	.4166667	.3333333	.3333333	.6666667	.4333333	0	0	0	1	0
0	1	.4166667	0	0	.6296296	0	.3333333	.5	1	.75	.5833333	.7333333	0	0	0	0	1
0	0	.8333333	0	0	.8518519	.75	.75	.5833333	1	.75	.6666667	.3333333	0	0	0	0	1
1	0	.9166667	0	0	.3703704	1	.5	.75	.75	.8333333	.5	.3	0	1	0	0	0
0	1	.5833333	0	0	.5195897	1	.9166667	.9166667	.8333333	.5833333	.4166667	.3	0	0	1	0	0
0	0	.9166667	0	0	.4074074	.25	.5	1	.9166667	.6666667	.6666667	.5	0	1	0	0	0
0	0	.5833333	0	1	.7037037	.5	.4166667	.5833333	.5	.4166667	.9166667	.2	0	0	1	0	0
1	1	.0833333	0	0	.8148148	.5	.8333333	.6666667	.8333333	.75	.5833333	.5	0	1	0	0	0
0	0	.9166667	0	0	.8888889	.75	.25	.5833333	.6666667	.6666667	.25	.1	0	1	0	0	0
0	0	.5	0	0	.5555556	0	.25	.6666667	1	.6666667	.5	.8333333	0	0	0	0	1
1	1	.8333333	0	0	.5185185	.25	.9166667	.5833333	.9166667	.5833333	.6666667	.2333333	0	0	0	1	0
0	1	.5833333	0	0	0	.5	.5	.5833333	.5	.5833333	.5	.5	0	1	0	0	0
0	0	.25	0	0	.7777778	.5	.5833333	.8333333	.8333333	.5833333	.6666667	0	0	0	1	0	0
1	1	.8333333	0	0	.6296296	.5	.3333333	.75	.75	.8333333	.5	.2	0	0	1	0	0
0	1	.9166667	0	0	.8518519	.5	.6666667	.75	.75	.5	.6666667	.5	0	0	0	0	1
0	0	.8333333	0	0	.2962963	.25	.25	.8333333	.8333333	.5	.1666667	.5	0	1	0	0	0
0	1	.75	1	0	1	0	.75	.5	.75	.75	.8333333	.2	0	0	0	0	1
1	1	.5833333	1	0	.5925926	1	.9166667	1	1	.9166667	.9166667	.5333334	0	1	0	0	0
1	0	.4166667	0	0	.5770038	.75	.75	.25	.8333333	.0833333	.25	.1666667	0	0	0	1	0
0	1	.9166667	0	1	.2592593	1	.8333333	.75	.9166667	.9166667	.9166667	.5416667	0	1	0	0	0
0	0	.6666667	0	0	.7037037	.25	.5	.75	.75	.75	.75	.7333333	0	1	0	0	0
0	0	.25	0	1	.3636794	.5	.8333333	.5833333	.4166667	.6666667	.5833333	.4583333	0	1	0	0	0
0	0	.3333333	0	0	.5185185	.25	.25	.6666667	.75	.5833333	.3333333	.2083333	0	1	0	0	0
0	1	.5833333	0	0	.8888889	.25	.6666667	.5	.75	.9166667	.75	.3333333	0	0	0	1	0
0	0	.75	0	0	.8888889	.25	.75	.75	1	.8333333	.4166667	.2666667	0	0	0	0	1
0	1	1	0	1	.2222222	.75	.3333333	.9166667	.6666667	1	.4166667	.5	0	1	0	0	0
0	0	.3333333	0	0	.1481481							.0416667	0	0	0	1	0
0	1	.75	0	1	.3703704	.75	.4166667	.9166667	1	.75	.6666667	.7333333	0	1	0	0	0
0	0	.25	0	0	.2962963							.7083334	0	0	0	1	0
1	1	.75	0	0	.3703704	.75	.4166667	.8333333	.9166667	.5	.4166667	.7666667	0	1	0	0	0
0	0	.75	0	0	.8518519							.4166667	0	0	0	1	0
0	0	.8333333	0	1	.8518519	0	.4166667	.8333333	.6666667	.5	.5	.7666667	0	0	1	0	0
0	1	.8333333	0	0	.962963							.7916666	0	0	0	0	1
0	0	1	0	0	.3703704	.25	.3333333	.3333333	.6666667	.25	.5	.2083333	0	0	1	0	0
1	1	.3333333	0	0	.5185185	.75	.75	.6666667	.9166667	.75	1	.0333333	0	0	0	1	0
0	0	.4166667	0	1	.4074074	.25	.5	.8333333	.6666667	.5833333	.75	.5	0	1	0	0	0
1	0	.9166667	0	0	.5185185	.25	.1666667	.9166667	.4166667	.9166667	.9166667	.2	0	0	1	0	0
1	0	.3333333	0	0	1	.75	.6666667	.6666667	.9166667	.3333333	.4166667	.4666667	0	0	0	1	0
1	0	.5833333	0	0	.7037037	1	.3333333	.8333333	.8333333	.9166667	.5	.1666667	0	0	1	0	0
1	1	.4166667	0	0	.9259259	.5	.0833333	.5833333	.9166667	.5833333	.6666667	.8333333	0	0	0	0	1
0	0	.25	0	0	.3703704	.75	.6666667	.5833333	.8333333	.4166667	.5833333	.4333333	0	0	1	0	0
1	1	.6666667	0	0	.8518519	.25	.3333333	.75	.6666667	.9166667	.8333333	.7333333	0	0	0	0	1
0	0	.25	0	0	.7407407	.25	.8333333	.75	.9166667	.9166667	.4166667	.1333333	0	0	0	1	0
1	0	.5833333	0	0	.6296296	.5	.5833333	.5833333	1	1	.75	.6	0	0	1	0	0
0	0	.0833333	0	1	.5185185	.5	.75	.9166667	.8333333	.9166667	.5833333	.2333333	0	0	1	0	0
0	1	.6666667	0	1	.2592593							.0416667	0	0	0	1	0
1	0	.5833333	0	0	.8888889	1	.5833333	.75	.6666667	.6666667	.4166667	0	0	0	1	0	0
1	1	.75	0	0	.1481481	.75	.25	.5833333	.5	.5	.4166667	.4666667	0	1	0	0	0
0	1	.3333333	0	1	.7407407	1	.3333333	.8333333	.8333333	.9166667	.1666667	.1666667	0	0	1	0	0
0	1	.4166667	0	0	.7037037	.75	.25	.6666667	.9166667	1	.8333333	.3	0	0	1	0	0
0	1	.8333333	0	0	.3703704	.25	.5	.8333333	.6666667	.6666667	.6666667	.8333333	0	0	1	0	0
0	0	.5833333	0	0	.4444444	1	.5	.5	.5	.5	.5	.5	1	0	0	0	0
0	1	.4166667	0	0	.6666667	1	.5	.8333333	1	.75	.5833333	.2333333	0	0	1	0	0
0	1	.3333333	0	1	.7777778							.2083333	0	0	0	0	1
0	0	.5833333	0	0	.5555556	.25	.8333333	.5833333	.5833333	.75	.3333333	.6666667	0	0	0	1	0
0	1	.75	0	0	.962963	.75	.0833333	.6666667	1	.8333333	.75	.2333333	0	0	0	1	0
0	0	.4166667	0	0	.4074074	.25	.8333333	.5	.9166667	.5833333	.5	.7666667	0	0	1	0	0
1	0	1	0	0	.5925926	1	.3333333	.6666667	.8333333	.5833333	.4166667	.4333333	0	0	1	0	0
0	0	.5833333	0	0	0	.5	.25	.5833333	.9166667	.3333333	.25	.4666667	0	1	0	0	0
1	0	.5	0	0	.4444444							.5	0	1	0	0	0
1	1	.5833333	0	0	.9259259	.25	.5	.5833333	1	.9166667	1	.2333333	0	0	0	0	1
1	0	.5	0	0	.3333333	.5	.5	.6666667	.6666667	.5	.6666667	.4333333	0	0	1	0	0
0	1	.3333333	0	0	.2592593	.75	.3333333	.8333333	1	.9166667	.6666667	.7666667	0	1	0	0	0
0	1	.75	0	0	.4074074	.75	.4166667	.75	.9166667	.8333333	.75	.4333333	0	0	1	0	0
1	0	1	0	0	.6018584	1	.4166667	.6666667	.8333333	.8333333	.75	.3	0	0	0	1	0
0	1	.0833333	0	0	.2962963	0	.3333333	.5	.6666667	.9166667	.4166667	.9	0	0	0	1	0
0	0	.5833333	0	0	.6666667	.5	.5833333	.8333333	.9166667	.9166667	.5	.9333333	0	1	0	0	0
0	0	.5833333	0	0	.962963	.25	1	.9166667	.8333333	.9166667	.8333333	.8	0	0	0	0	1
0	1	.75	0	1	1	.75	.1666667	.75	.5833333	.8333333	.5	.7333333	0	0	0	0	1
0	1	.6666667	0	0	.6296296	1	.4166667	.9166667	.8333333	.8333333	.5	.3333333	0	1	0	0	0
1	0	.3333333	0	0	.5555556	.5	.0833333	.5	1	.6666667	.3333333	.4	0	0	1	0	0
0	0	.6666667	0	0	.4074074	1	.25	.75	.9166667	.5833333	.5833333	.6333333	0	0	1	0	0
0	1	.25	0	0	.9259259	.5	.3333333	.75	1	.4166667	.25	.0333333	0	0	0	1	0
1	0	.5833333	0	1	.8148148	0	.3333333	.6666667	.6666667	.75	.5833333	.7333333	0	0	0	0	1
1	1	.3333333	0	0	.8518519	1	.5	.5	.6666667	1	.8333333	.1	0	0	0	1	0
0	1	.5	0	0	.8518519	.25	.5	.8333333	.8333333	1	.75	.0666667	0	0	1	0	0
0	1	.6666667	0	0	.4444444	.75	.25	.9166667	.8333333	.75	.6666667	.7	0	0	1	0	0
0	1	.5	0	0	.7407407	.5	.1666667	.3333333	1	.6666667	.5	.3	0	0	0	1	0
0	0	.5	0	0	.7037037	.75	.75	.4166667	.6666667	.5833333	.6666667	.0333333	0	0	1	0	0
0	0	.75	0	0	.5555556	.75	.6666667	1	1	.9166667	1	0	0	0	0	1	0
0	0	.4166667	0	0	.8518519							.7916666	0	0	0	1	0
1	0	0	0	0	0	.75	.8333333	.75	1	1	.8333333	.2	0	1	0	0	0
1	1	.3333333	0	0	.5925926	1	.25	.25	.4166667	.75	.5833333	.5	0	0	1	0	0
1	0	0	0	1	0	1	.4166667	.8333333	.6666667	.75	.5	.3333333					
1	0	.75	0	0	.8888889	.75	.4166667	.9166667	.9166667	.6666667	.4166667	.2	0	0	0	1	0
0	1	.25	0	1	.7037037	.75	.4166667	.6666667	.8333333	.8333333	.3333333	.6	0	0	0	1	0
0	0	.0833333	0	0	.8148148	.5	.75	.8333333	.75	.25	.25	.5416667	0	0	1	0	0
0	1	.6666667	0	0	.7777778	.5	.4166667	.4166667	.75	.4166667	.3333333	.1	0	0	1	0	0
1	1	1	0	0	.3703704	.5	.25	.9166667	1	1	.5833333	.1333333	0	1	0	0	0
0	0	.5	0	0	.7777778	.25	.3333333	.8333333	.9166667	1	.5	.3333333	0	0	1	0	0
0	1	.0833333	0	1	0	.25	.6666667	.5833333	.3333333	.3333333	.4166667	.5416667	0	1	0	0	0
1	0	.6666667	0	0	.7037037	1	.8333333	.5833333	.5	.1666667	.4166667	.0666667	0	0	0	1	0
0	0	.75	0	0	.4074074	1	.5	.9166667	.9166667	.5833333	.25	.3888889	0	1	0	0	0
1	0	.5833333	0	0	0	.5	.1666667	.9166667	.5833333	.5	.5	.1	0	0	0	1	0
0	1	.0833333	0	1	0	.75	.3333333	.6666667	.5	.4166667	.5	.7	0	1	0	0	0
1	1	1	0	0	.2962963	.75	.5	.6666667	.9166667	.75	.8333333	.4	0	1	0	0	0
0	0	.75	0	0	.9259259	1	.25	.75	.5833333	.4166667	.5833333	.1	0	1	0	0	0
1	0	.6666667	0	0	.9259259	1	.5833333	.5	.75	.4166667	.5	.4333333	0	0	1	0	0
1	1	.5833333	0	0	.5185185	.5	.6666667	.6666667	.5	.5	.6666667	.6333333	0	0	1	0	0
0	0	.4166667	0	0	.7777778	1	.3333333	.5833333	.8333333	.75	.5	.7333333	0	0	0	1	0
1	0	.5833333	0	1	1	1	.6666667	.75	.75	.9166667	.8333333	.2333333	0	1	0	0	0
0	1	.1666667	0	0	.5018364	.75	.5	.5833333	.5	.4166667	.6666667	.6666666	0	0	1	0	0
1	1	.75	0	0	.8148148	1	.5833333	.75	.9166667	.9166667	.75	.2	0	0	0	1	0
1	0	.6666667	0	0	.3333333	.5	.8333333	.6666667	.9166667	.8333333	.75	.5666667	0	0	1	0	0
0	0	.75	0	1	.5925926	.75	.75	.6666667	.9166667	.9166667	.5	.4	0	0	0	1	0
0	0	.5	0	0	.8518519	.25	.9166667	.75	1	.75	.6666667	.3333333	0	1	0	0	0
0	1	.75	0	1	.6666667	.75	.8333333	.9166667	.8333333	.9166667	.8333333	.1333333	0	0	0	1	0
0	0	.6666667	1	0	.1481481	1	.4166667	.75	.75	.75	.5	.6333333	0	0	0	1	0
0	1	.5833333	0	1	.7407407	1	.6666667	.5833333	.5833333	.75	.6666667	.1333333	0	0	0	1	0
0	0	.4166667	0	1	.7407407	.5	0	.75	1	.25	.3333333	.3333333	0	0	1	0	0
1	1	.5	0	0	.5925926	1	.6666667	.6666667	.5	.5833333	.5	.7777778	0	1	0	0	0
0	0	.75	0	1	.8888889	.75	.4166667	.8333333	.75	.75	.25	.4	0	0	1	0	0
1	0	.6666667	0	0	.962963	.5	.3333333	.8333333	.8333333	.75	.6666667	.0666667	0	0	0	1	0
1	1	.8333333	0	0	0	.5	.5833333	.75	.9166667	.75	.9166667	.6333333	0	1	0	0	0
0	0	1	0	0	.5185185	.75	.4166667	.9166667	.8333333	.9166667	.6666667	.3333333	0	1	0	0	0
0	1	.4166667	0	0	.9259259	.25	.25	.5833333	.9166667	.75	.5	.0666667	0	0	0	0	1
1	1	0	0	1	.7407407	0	.25	.9166667	.75	.5833333	.5833333	.4666667	0	0	1	0	0
0	1	.4166667	0	0	.7037037	0	.3333333	.25	.9166667	.8333333	.4166667	.7	0	0	0	0	1
0	0	.75	0	0	.5555556	.25	.6666667	.75	.8333333	.75	.3333333	.6333333	0	0	0	1	0
0	1	.6666667	0		.2222222	.25	.25	.8333333	.9166667	.8333333	.4166667	.0666667	0	0	0	1	0
0	1	.9166667	0	1	.5925926	.75	.5	.75	.8333333	.8333333	.5	.4666667	0	1	0	0	0
1	0	.5833333	0	1	.7777778	1	.5	.5833333	.9166667	.3333333	.5	.2	0	0	0	0	1
1	0	0	0	0	.7407407	.5	.5	.8333333	.9166667	.8333333	.5833333	.1333333	0	0	1	0	0
