countyid	pmccain	medinc	pcollege	punemp	passist	pblack	phisp	ginicnty	logodds
1	.736	53899	.0946723	.0754883	.0166517	.1796678	.024062	.4065	1.025281
2	.753	51321	.1278165	.0765757	.0111508	.0942108	.0414153	.437	1.114677
3	.504	34041	.0537283	.1299205	.0125143	.4563639	.0487911	.4536	.0160004
4	.724	40506	.0520531	.0960665	.0568858	.2260617	.0164864	.4064	.9643904
5	.84	45404	.0487399	.0910663	.0112628	.0133357	.0783164	.4176	1.658228
6	.257	31955	.0602188	.1553541	.0316489	.7004689	.062885	.5268	-1.06162
7	.565	31273	.0572867	.1208361	.02089	.4358101	.0043624	.4566	.2614797
8	.657	39467	.0645927	.1203009	.0188359	.2033686	.0316289	.454	.6499536
9	.539	32186	.0463418	.1491096	.0095856	.3924364	.0157091	.4376	.1563174
10	.749	37833	.046826	.1290946	.0205944	.0491499	.01282	.4477	1.093286
11	.785	40418	.0511463	.111401	.0174479	.0932465	.0702514	.4481	1.295046
12	.556	29668	.055018	.1446997	.0122888	.4174154	.011019	.5128	.2249437
13	.731	35410	.0448251	.1091342	.0065102	.1579586	.0269807	.4108	.9997021
14	.803	38785	.0381695	.1247993	.0094186	.0370943	.0197567	.4209	1.405151
15	.741	42065	.0888645	.0730412	.0087771	.1729343	.0593446	.4527	1.051172
16	.593	40247	.0770219	.0848028	.0095422	.1608172	.020467	.4411	.3763812
17	.788	33544	.0557028	.0955136	.0156695	.1252915	.0132499	.4898	1.312912
18	.687	38041	.0467068	.0929265	.0276106	.2246377	.013847	.477	.786131
19	.818	38703	.0599033	.0883532	.0089912	.0085861	.0413977	.4458	1.502856
20	.719	45491	.0763221	.0849437	.0114629	.192528	.0543269	.4189	.9395066
21	.326	26909	.0509483	.170646	.0230592	.6877223	.0072034	.5189	-.7263327
22	.748	36853	.0394856	.0986485	.0167965	.0157772	.1288806	.454	1.087974
23	.751	54831	.0940985	.0884383	.0133167	.1992854	.0263349	.413	1.103953
24	.639	31638	.0545942	.1167386	.0138528	.3170348	.0192484	.4606	.5710265
25	.684	37772	.063733	.1024372	.0116132	.1500154	.0323463	.4514	.7722158
26	.688	35831	.0502664	.0814774	.0104234	.0403083	.1400799	.4484	.7907857
27	.808	35237	.0464235	.0865252	.0149651	.0959619	.032913	.4673	1.437067
28	.646	39948	.0643852	.1298515	.0104673	.2788863	.0209397	.4274	.6015027
29	.701	41766	.0800219	.07384	.0137143	.2539827	.0279035	.4638	.8520642
30	.675	36383	.0568435	.0863064	.0129456	.0342785	.0240831	.4452	.7308876
31	.471	45750	.1198474	.0932881	.0151738	.4183739	.0364936	.4937	-.1161304
32	.632	39702	.0916126	.0831642	.014172	.1007814	.0216216	.4587	.5408066
33	.632	40009	.0585109	.108834	.0150026	.1112993	.017635	.4081	.5408066
34	.593	42320	.1000689	.0913669	.0106206	.2265061	.031729	.4765	.3763812
35	.703	47199	.0964108	.0773608	.0077545	.1297582	.0522812	.4402	.8616248
36	.249	27905	.0609291	.1581897	.0353499	.7347027	.007107	.5314	-1.103953
37	.128	29355	.0666853	.1340239	.0249035	.8191633	.011122	.4807	-1.918759
38	.569	57453	.1547925	.0896809	.0109181	.2350265	.0428911	.4564	.2777724
39	.481	35165	.0809749	.1053492	.0114846	.5317085	.0036441	.472	-.0760366
40	.772	31799	.0361054	.0903522	.0151491	.0375353	.0198564	.4521	1.219639
41	.776	38563	.0644527	.0797542	.0200943	.0166754	.1146852	.4648	1.242507
42	.54	42187	.0852163	.1037202	.0181382	.3452646	.0229709	.4709	.1603427
43	.549	29849	.050693	.1320417	.0119647	.4086964	.0104063	.4841	.1966312
44	.401	44587	.1209929	.0860069	.0182539	.5393314	.033533	.4765	-.4013002
45	.713	45564	.0878916	.0942367	.0128553	.1163254	.0719619	.4344	.9099992
46	.273	27222	.0475518	.1519853	.0414634	.686064	.002354	.4716	-.9794547
47	.54	29096	.0518088	.1395093	.0080234	.4202378	.0134581	.4481	.1603427
48	.574	31179	.085892	.097145	.0139585	.3622925	.0225124	.5015	.2981901
49	.691	35823	.0514493	.1051702	.0243603	.209563	.0263158	.4895	.8047985
50	.46	33754	.0581825	.1233293	.0153523	.41004	.0360831	.4282	-.1603426
51	.811	49200	.0674575	.0968968	.0109847	.0873693	.0205189	.4203	1.456521
52	.762	68883	.1829999	.0646502	.0111976	.1048955	.0550951	.4306	1.163676
53	.247	21964	.0479721	.1835821	.0250199	.7373891	.0077046	.5058	-1.114677
54	.588	36609	.0533763	.1356563	.0144317	.3184951	.0198383	.4417	.3557036
55	.679	39423	.0798529	.1024405	.0152402	.2668333	.0232614	.4792	.7491801
56	.575	43538	.0908668	.0727204	.0319454	.2971868	.0291401	.4738	.3022808
57	.723	37161	.0428032	.1289551	.0109779	.0539015	.0192251	.4619	.9593917
58	.288	23750	.0615411	.248146	.0305466	.7277862	.0020233	.5103	-.9051175
59	.808	32557	.0433863	.0885236	.0129599	.0064653	.026349	.4644	1.437067
76	.351	31011	.0381632	.1875873	.083839	.0040617	.061236	.4827	-.6146464
77	.591	45906	.0920944	.0856113	.0269232	.0352204	.3208548	.4318	.3681009
78	.406	49615	.1049873	.0788707	.0228869	.0116636	.1338492	.4431	-.3805262
79	.629	37905	.0666916	.0744681	.0322224	.0042338	.1775759	.4373	.5279292
80	.694	43083	.0530229	.1008753	.0436036	.0208878	.30128	.4119	.8188869
81	.586	49390	.0616147	.1422314	.0440462	.006492	.4641171	.3492	.3474539
82	.544	55099	.1203502	.0830125	.0197975	.0465046	.2936414	.4536	.1764566
83	.652	40573	.0599033	.120671	.0305888	.0088246	.1468384	.4268	.6278421
84	.55	38975	.0539481	.1462442	.0498554	.0087788	.1069281	.4534	.2006707
85	.462	46341	.1146861	.0916454	.0305859	.0329477	.3412271	.4611	-.1522936
86	.564	51212	.080251	.0990784	.0271766	.0420347	.2880904	.3974	.257412
87	.339	38092	.0718856	.1315641	.0321031	.0029319	.8227791	.492	-.6677538
88	.611	44084	.1106062	.0877245	.0189793	.0049469	.134065	.4544	.4515176
89	.561	41441	.0561045	.1171408	.0175303	.0174541	.5897059	.4193	.2452215
90	.6	38986	.0546851	.0758763	.0263321	.2436018	.0246527	.4523	.4054652
91	.626	35657	.0605026	.0974827	.0231083	.2573978	.0460257	.4446	.5150945
92	.643	35589	.0789366	.0886987	.0199128	.0026007	.0172418	.4415	.5884089
93	.672	52159	.1205932	.0553229	.0132019	.0110441	.1520151	.4341	.7172447
94	.683	37703	.0638073	.0629483	.0242532	.0026011	.0186951	.459	.7675932
95	.575	36031	.0812673	.0807572	.0327553	.0031682	.1248849	.4407	.3022808
96	.507	32998	.0706668	.0984344	.0079286	.2398769	.0395387	.4822	.0280019
97	.55	31135	.0442489	.1303002	.02	.0033466	.0124566	.4477	.2006707
98	.702	38510	.0809291	.0821522	.0135793	.0042268	.019544	.4418	.85684
99	.613	36163	.0862763	.1011807	.0181651	.3684317	.0210509	.4726	.4599401
100	.576	31890	.0573143	.0927048	.0353939	.1185031	.0357683	.4905	.3063741
101	.61	40221	.0929141	.0874127	.0130925	.1273439	.0432898	.4848	.4473123
102	.715	40409	.0559541	.0669995	.0134202	.0135646	.0597691	.4006	.9197932
103	.419	35264	.0622276	.1269928	.0236178	.5046449	.0207097	.4651	-.3268798
104	.616	38432	.0599155	.0877337	.0032244	.2232659	.0142285	.4128	.4726044
105	.53	30011	.0637805	.1202151	.0137031	.4340244	.0217073	.4768	.1201442
106	.427	30786	.0607722	.1259778	.0223979	.4749067	.0418095	.4943	-.2941018
107	.584	32038	.0896265	.118372	.0201952	.2790962	.0238932	.4593	.3392157
108	.616	47649	.1050352	.0754058	.0182715	.1020098	.0377821	.4391	.4726044
109	.681	34819	.060803	.0985365	.0291291	.0078207	.0210938	.4552	.7583712
110	.578	33281	.0509715	.117521	.0159784	.0030892	.0083733	.4222	.3145686
111	.614	38210	.0945952	.0880898	.0212239	.0825218	.047063	.4658	.4641576
112	.63	39090	.0521502	.0801804	.0228966	.0058424	.0216215	.4199	.5322168
113	.603	38188	.0571699	.1115011	.0121687	.1025399	.0272586	.4037	.4179808
114	.671	34878	.0598418	.0706761	.0130617	.0215	.0544392	.4618	.7127114
115	.612	31865	.0618382	.1068288	.0106943	.0188235	.0083088	.4269	.4557269
116	.559	31352	.0360065	.1220535	.0206799	.1672881	.0232623	.4556	.2371047
117	.359	37682	.0768538	.1413	.0312879	.5448239	.0159088	.4581	-.5797071
118	.602	31400	.0723001	.0692169	.0135051	.0150346	.1185453	.476	.4138054
119	.386	25270	.0353119	.1770777	.0510907	.5595002	.0161886	.4371	-.4641575
120	.57	31480	.0468142	.1084629	.0365824	.302666	.0282865	.4835	.2818511
121	.63	38564	.0599405	.0781124	.009499	.1980477	.0266911	.4168	.5322168
122	.677	38447	.0561283	.0875614	.0266747	.0111101	.0240423	.4308	.7400189
123	.726	51096	.0772299	.071888	.0134593	.0633735	.032297	.392	.974422
124	.628	35579	.0578523	.0654676	.0161373	.0020479	.0456291	.4514	.5236464
125	.632	34063	.0762661	.0804085	.0255138	.0000597	.0149307	.4405	.5408066
126	.658	40200	.0620349	.0882442	.0177018	.2404891	.0254935	.4354	.6543941
127	.498	34267	.0560419	.1256942	.0214753	.3388045	.0355733	.4635	-.0080001
128	.509	28306	.0710166	.101593	.0161756	.408796	.0157414	.4697	.0360039
129	.653	34934	.0519385	.0704671	.0198658	.0022124	.0351875	.4917	.6322523
130	.545	33008	.0649271	.1337314	.0254127	.398439	.016184	.4483	.1804884
131	.641	42514	.0503349	.0507679	.0149514	.0244019	.0205742	.4015	.579707
132	.345	28225	.0501474	.1769892	.0228339	.6305146	.0129676	.4737	-.6410908
133	.688	32457	.0424344	.1019911	.0128547	.0352587	.0613926	.4335	.7907857
134	.618	31939	.0453253	.1288449	.0282168	.0686378	.0220534	.4456	.4810677
135	.713	32395	.0492594	.0572244	.020554	.001754	.0550575	.4531	.9099992
136	.705	40325	.085783	.0759327	.0177884	.0316516	.0636138	.4377	.8712224
137	.435	45897	.1318645	.0814702	.019398	.3460936	.054308	.4861	-.2614797
138	.572	33072	.0588399	.0806049	.0159538	.0036636	.015154	.4773	.2900159
139	.412	26360	.0458947	.1322084	.0364238	.5175031	.041745	.4865	-.3557036
140	.694	52982	.1104224	.0620409	.0249178	.0451287	.0354746	.391	.8188869
141	.709	29384	.041748	.0577428	.0125694	0	.0140381	.4146	.8905322
142	.663	40680	.0819456	.0661736	.0221919	.0585143	.118509	.4822	.676692
143	.682	35289	.0399026	.0998368	.0218026	.0400214	.2975476	.4005	.7629782
144	.625	29590	.0556195	.1024	.0303968	.0033935	.0153572	.4151	.5108256
145	.664	31364	.0567164	.0727344	.0169228	.0005647	.0130698	.4293	.6811709
146	.622	37794	.0777717	.086709	.0233335	.3283507	.0332625	.4703	.4980458
147	.638	32906	.0603303	.096475	.0267719	.0107795	.0250362	.4388	.5666941
148	.555	41474	.1050787	.0688542	.0219414	.0311433	.1501837	.4756	.2208939
149	.722	41618	.0752094	.0738601	.0197433	.0399784	.0362568	.4491	.9544041
150	.437	27047	.0487871	.0958156	.0248771	.2868952	.0046077	.5245	-.2533464
151	.631	37477	.0511935	.0730809	.0210672	.0120482	.1849511	.4055	.5365092
152	.192	70821	.1635835	.0920569	.0367726	.1223025	.2221609	.4598	-1.437067
153	.559	56180	.0990744	.1522281	.0387174	.0218073	.1222937	.4328	.2371047
154	.473	42971	.1024764	.132187	.0439221	.0141581	.1389637	.4525	-.1081052
155	.548	55256	.1051229	.0917128	.0209382	.0106783	.1023715	.4154	.192593
156	.579	49558	.0623092	.1377228	.0459293	.0086867	.5381039	.4219	.3186696
157	.301	79135	.1631588	.094551	.0249107	.08869	.2390489	.4547	-.8425405
158	.521	37588	.0636882	.1016393	.0817886	.0318966	.1751689	.4478	.0840496
159	.541	68815	.147172	.0972532	.0245015	.0073995	.11798	.4238	.1643691
160	.479	46903	.077226	.126674	.0711122	.0480294	.4975641	.4629	-.0840494
161	.598	43239	.0699682	.1002835	.048297	.0082421	.3664324	.4619	.3971386
162	.339	40376	.1187484	.0974324	.0362036	.0115657	.0956021	.4789	-.6677538
163	.361	39402	.0512598	.1642971	.0726147	.0318893	.7959239	.4724	-.5710265
164	.53	49571	.1038089	.0706308	.0266751	.0102942	.1866501	.4226	.1201442
165	.579	48021	.0570332	.1248401	.0624744	.0544514	.4853085	.4523	.3186696
166	.561	48838	.0548265	.1309884	.0533451	.0690977	.5015328	.4254	.2452215
167	.388	39525	.0851037	.134064	.0509862	.0219592	.1674742	.4484	-.4557269
168	.655	52484	.0627982	.0996555	.0543726	.0856261	.1735665	.4088	.6410907
169	.288	56266	.12347	.0981349	.0387203	.0834334	.4745043	.4937	-.9051175
170	.555	47724	.0584248	.113134	.0553388	.0316487	.5282834	.4334	.2208939
171	.202	89605	.2311642	.0634869	.0183503	.0277541	.1489791	.501	-1.373841
172	.547	49174	.102515	.131597	.0253714	.0098414	.0944232	.4295	.1885566
173	.267	44527	.0949786	.1098778	.0338397	.0084205	.2166695	.4437	-1.009897
174	.448	43945	.0458743	.1521079	.0804816	.0351924	.5440487	.463	-.2087548
175	.674	35402	.0822989	.0936073	.0663795	.0112653	.1345572	.4518	.7263328
176	.423	60469	.1308504	.0751358	.0116322	.008633	.2577768	.3987	-.31047
177	.299	59737	.0897335	.1078648	.0297963	.0289461	.5455595	.4531	-.8520643
178	.327	68641	.134853	.0799036	.017224	.0194642	.314699	.4616	-.7217852
179	.461	58077	.1567912	.0922859	.0217993	.0046244	.0831877	.4352	-.1563175
180	.502	75762	.1545652	.0830193	.0219568	.01533	.3325406	.4561	.0079999
181	.545	74645	.1594858	.0815915	.0183194	.0125075	.1259423	.423	.1804884
182	.547	44151	.0975139	.142333	.0292559	.0125297	.0800812	.4565	.1885566
183	.479	58365	.0816862	.1288597	.033017	.0595083	.4495453	.4409	-.0840494
184	.393	56553	.1200926	.1173071	.0551944	.0989712	.212079	.4345	-.4347191
185	.375	65570	.0845953	.1100436	.0319333	.0089297	.5557743	.417	-.5108256
186	.458	55853	.0717991	.128564	.0491599	.0831203	.4863085	.4262	-.1683968
187	.439	63857	.1380411	.0891687	.0245205	.047823	.3162057	.4548	-.2452215
188	.136	72947	.2419688	.0751661	.0252892	.0593308	.1491623	.511	-1.848918
189	.436	53764	.0734642	.1444152	.0576791	.0689528	.3831322	.4399	-.257412
190	.459	58630	.1243845	.0809909	.02258	.0209989	.2035943	.4529	-.1643691
191	.247	87633	.1890779	.0734413	.0139925	.0271942	.2487318	.4729	-1.114677
192	.374	61896	.1138442	.0827526	.0264271	.016663	.4185206	.4739	-.5150945
193	.286	89064	.1714471	.0862513	.0228966	.0237588	.2656423	.4521	-.9148911
194	.198	66030	.1527899	.0837696	.0234137	.0095296	.3142112	.4655	-1.398842
195	.617	44058	.0894652	.1241373	.042735	.0090842	.0825025	.4519	.476834
196	.534	37865	.109025	.1342879	.0512082	.011547	.1016851	.4507	.1362101
197	.347	69914	.1108401	.0999435	.0321796	.1430543	.2363053	.408	-.6322523
198	.24	64343	.1405012	.086843	.0208883	.0142263	.2428623	.443	-1.15268
199	.48	50671	.0683319	.1424312	.049226	.0260094	.4133148	.4396	-.0800427
200	.573	50010	.0828414	.1423638	.0514715	.0177297	.2828478	.4278	.2941018
201	.604	38753	.058125	.1359586	.0544729	.0066365	.2141939	.452	.4221599
202	.457	37672	.1088907	.1471106	.0321061	.0038655	.0673911	.4333	-.172426
203	.566	43550	.0492557	.1345427	.0729248	.0125002	.5978397	.4453	.2655495
204	.549	47359	.0876812	.1305138	.0449971	.0207048	.1051565	.4361	.1966312
205	.428	76728	.1252009	.0833059	.0250319	.0158199	.3968581	.4366	-.2900158
206	.308	57920	.1182117	.0974723	.0297166	.0235005	.2983574	.4726	-.8094862
207	.561	46617	.0576465	.1703281	.0789617	.025746	.2462787	.4168	.2452215
208	.399	56089	.0903856	.091055	.0238248	.0290885	.3734858	.4013	-.4096336
209	.419	38299	.0699578	.0954351	.0574613	.0033777	.4522248	.5016	-.3268798
210	.428	59937	.1660101	.0741278	.0148415	.0962098	.1806487	.4629	-.2900158
211	.549	60170	.154707	.1196204	.0063275	.0020573	.1732225	.4513	.1966312
212	.723	37111	.0971894	.0234375	.0191045	.0118203	.0827423	.4641	.9593917
213	.261	66479	.2078819	.0670914	.0144502	.0073396	.1314541	.48	-1.040777
214	.433	76531	.1946073	.0654197	.0174656	.0091772	.1101443	.4149	-.2696216
215	.491	43684	.1713447	.0831466	.0207388	.0276162	.0914892	.4517	-.0360039
216	.399	62756	.1925575	.0599753	.0186058	.0012111	.0444787	.4358	-.4096336
217	.636	43358	.1494939	.1229274	.0164204	.0023358	.0464573	.4776	.5580446
218	.652	41856	.0861867	.0945441	.0194313	.0122285	.1373834	.4519	.6278421
219	.23	47499	.1703926	.0833798	.0263547	.0987541	.3194882	.5086	-1.208311
220	.58	101193	.2390974	.050818	.0098715	.0107147	.0744006	.382	.3227733
221	.378	70914	.2297064	.051511	.0104019	.0026624	.294576	.4817	-.4980459
222	.69	79367	.1438383	.0693542	.0144343	.0046809	.0552518	.3699	.8001193
223	.587	57079	.1360388	.0843516	.0189012	.0564398	.1477484	.4349	.3515773
224	.636	38979	.0839073	.0756669	.0271771	.056165	.1228316	.4403	.5580446
225	.492	63929	.1123959	.0672229	.0059447	.0015621	.2722458	.388	-.0320027
226	.381	59394	.1169624	.0454684	.0028665	.0186987	.0452204	.3925	-.4853058
227	.497	64281	.161405	.0396554	.0082916	.0021184	.0720924	.3884	-.0120001
228	.353	50073	.2167736	.0659156	.0207841	.0057614	.0777138	.4566	-.6058783
229	.434	29737	.1211012	.1151369	.0545866	.0273832	.3397276	.5124	-.2655496
230	.446	67827	.1790272	.0722084	.0177349	.0095332	.140511	.428	-.2168457
231	.713	43194	.0635852	.0498541	.010989	.0320372	.1787723	.3911	.9099992
232	.411	56910	.1762298	.0600419	.0132409	.0047619	.1172963	.427	-.3598329
233	.443	57215	.1694624	.0785	.018722	.0071292	.1040772	.4454	-.2289955
234	.456	40617	.0861149	.0775194	.0446822	.0157566	.4114091	.4544	-.1764564
235	.745	43375	.066093	.086771	.0181347	.0823874	.1151593	.4813	1.072121
236	.669	42324	.0674934	.081248	.0254738	.0092787	.152652	.4315	.7036658
237	.64	52986	.1165467	.0651712	.0160925	.0057058	.1300789	.4423	.5753641
238	.536	54375	.2434302	.0179487	.0108696	0	.0262794	.6213	.1442497
239	.704	50758	.0618284	.0617318	.0130915	.0030914	.1375681	.3989	.8664189
240	.589	45623	.1139445	.0999612	.0265753	.0004335	.1090178	.4511	.3598329
241	.637	47479	.1021268	.0911216	.0268218	.0042389	.1914143	.4081	.5623669
242	.613	42792	.0608739	.0797386	.0252069	.0270909	.3346097	.3967	.4599401
243	.545	31246	.062623	.1268159	.0441433	.0046821	.3973397	.4575	.1804884
244	.447	61935	.2157401	.0875782	.0077014	0	.0379776	.4259	-.2127994
245	.522	61284	.1708592	.0721987	.041	.0003075	.0467433	.3681	.0880569
246	.249	68242	.302352	.0474719	.0041886	.0010174	.0854629	.5608	-1.103953
247	.659	34513	.0766548	.0598917	.0516413	.0004756	.3466508	.4548	.658841
248	.418	41273	.0915376	.1018681	.0392512	.0165056	.4098616	.4537	-.330989
249	.774	63125	.106711	.055794	.0016006	.0068017	.0900846	.3739	1.231037
250	.538	37885	.0810879	.109558	.0459596	.0034416	.4155125	.4458	.1522936
251	.358	64230	.2322745	.0436406	.0055393	0	.0630576	.4065	-.5840552
252	.214	66789	.2765813	.0489701	.0034752	.0002709	.0816741	.4958	-1.300981
253	.328	67915	.2431626	.0634979	.0149986	.0049462	.1346741	.3946	-.7172447
254	.631	57931	.1252876	.0789926	.0303834	.006946	.0517908	.3735	.5365092
255	.776	43945	.0968358	.0260208	.0119674	.0014865	.0904651	.4272	1.242507
256	.534	55825	.1072005	.0668452	.0155595	.0077282	.2818255	.4232	.1362101
257	.733	44991	.0788153	.0328934	.0104194	.0023092	.1992972	.3896	1.009897
258	.405	82558	.1675095	.0854128	.0222648	.1022502	.1645167	.5352	-.3846743
259	.337	64007	.1328998	.0902314	.0406242	.1216399	.1493205	.4602	-.676692
260	.467	71497	.1428692	.0711759	.0166194	.0109161	.0434221	.4372	-.1321921
261	.377	77095	.152462	.0627488	.0170814	.0424628	.04619	.4277	-.5023013
262	.378	62497	.1190835	.0927862	.0295615	.1162643	.1455787	.4581	-.4980459
263	.388	67010	.114859	.0691811	.0223031	.049485	.0815747	.4182	-.4557269
264	.388	80333	.1248172	.062102	.0179458	.0266844	.04228	.3899	-.4557269
265	.417	60063	.086979	.1026367	.0279043	.0172754	.0928194	.4057	-.335101
266	.446	54783	.0806385	.0821733	.0308699	.2302296	.0561162	.4008	-.2168457
267	.291	64158	.1271236	.0760161	.0221686	.231098	.0842271	.4434	-.8905322
268	.538	53215	.094316	.0776438	.0234439	.1257136	.0824668	.4281	.1522936
269	.065	61835	.1536867	.1001621	.0422933	.513118	.0898587	.5326	-2.666159
270	.385	41373	.1216273	.0733244	.0155523	.1960983	.0833377	.5131	-.468379
271	.782	47041	.0311953	.1097345	.0127205	.1372892	.0216655	.4338	1.27736
272	.697	48225	.0915208	.0817789	.0182653	.1017388	.0470876	.4177	.8330528
273	.695	41397	.0400683	.1320407	.0171963	.2048012	.036375	.4234	.8236001
274	.545	50068	.1186827	.1057859	.0145856	.0963177	.0787247	.4442	.1804884
275	.323	51782	.1333183	.104877	.0131782	.2547761	.2461987	.472	-.7400189
276	.694	31142	.0388162	.1088104	.016055	.1444597	.0500344	.4374	.8188869
277	.529	45112	.106037	.1302757	.0116101	.0527374	.0569974	.433	.1161303
278	.571	38189	.0797693	.1498503	.0121505	.0272604	.0456513	.439	.2859322
279	.709	59994	.1044735	.0960778	.0170582	.0958441	.0749431	.3969	.8905322
280	.608	56876	.142908	.094648	.0092176	.0637108	.2555961	.5351	.438913
281	.662	38589	.0565488	.1598798	.0207651	.1766315	.048464	.423	.6722196
282	.554	36407	.0523234	.1028384	.0194036	.1260781	.2958839	.418	.2168458
283	.712	34243	.0397132	.106734	.0232342	.0554636	.0200404	.4195	.9051175
284	.505	49964	.1121364	.100287	.0211716	.2890007	.0734626	.4543	.0200006
285	.59	43707	.0961306	.1094927	.019861	.2216328	.0463637	.4584	.3639653
286	.487	48708	.1086614	.1032379	.0164495	.1082378	.0856816	.4146	-.0520118
287	.631	37017	.0956552	.0964822	.0192724	.1420519	.040673	.4721	.5365092
288	.302	33453	.0565523	.131922	.0419699	.5537279	.0940158	.4842	-.8377922
289	.723	38467	.0448851	.1206023	.0141454	.0466069	.0461319	.4313	.9593917
290	.69	41291	.0681446	.1054193	.0226555	.1172062	.041315	.4008	.8001193
291	.569	36683	.0397504	.130714	.0488629	.3490028	.0845204	.478	.2777724
292	.64	38046	.0425785	.1176471	.0201274	.0643192	.4201878	.4473	.5753641
293	.529	37989	.0377648	.1621863	.0209752	.1323048	.4840344	.4223	.1161303
294	.51	42700	.0819391	.142603	.0175825	.0497853	.1008839	.4158	.0400053
295	.584	34913	.0711724	.1333686	.0169877	.0878012	.1693186	.4239	.3392157
296	.459	50195	.1245445	.0987794	.0235054	.1567983	.2438657	.4697	-.1643691
297	.816	33510	.0421937	.0875468	.0202633	.0473429	.0242464	.4123	1.489478
298	.567	46363	.1234417	.12401	.0258235	.0869902	.1093545	.5171	.2696215
299	.635	39869	.0652845	.0846011	.0204988	.2597049	.0426752	.4415	.5537276
300	.476	42096	.0737245	.1066626	.0178807	.3695801	.0341267	.42	-.0960738
301	.793	49713	.0503072	.0592225	.0109135	.1164947	.0919207	.3934	1.343104
302	.562	47509	.0964871	.0970204	.0170313	.093324	.1181012	.4295	.2492829
303	.547	49444	.1136268	.1189221	.0143282	.07703	.1810765	.4734	.1885566
304	.374	45827	.1424354	.0934174	.0108211	.2973785	.0551743	.4907	-.5150945
305	.626	35920	.0613719	.1272137	.0210802	.0929086	.0721472	.448	.5150945
306	.51	36557	.0486792	.0892813	.0118173	.3803	.0454097	.4224	.0400053
307	.529	48181	.116388	.1061533	.0144458	.0844766	.1441973	.4574	.1161303
308	.551	40103	.0790185	.1255686	.0166894	.118449	.1063405	.4412	.2047119
309	.562	53612	.1435455	.1070805	.0089521	.0512717	.1170539	.5102	.2492829
310	.417	43957	.1128208	.0987135	.016867	.1743141	.6439825	.5054	-.335101
311	.469	53889	.1416899	.0610087	.0130518	.0621065	.2015246	.5009	-.1241592
312	.714	58933	.096119	.0883292	.0156883	.0676439	.032316	.4265	.9148911
313	.718	54140	.1116374	.0831395	.0124426	.0871888	.066911	.4296	.9345624
314	.589	36929	.0487268	.1184587	.0355777	.0801941	.234579	.4771	.3598329
315	.404	49731	.1289874	.1024002	.0159445	.1962065	.2640309	.462	-.3888257
316	.397	46479	.0823924	.1117332	.0174544	.0933486	.4459122	.402	-.4179808
317	.382	52951	.1451404	.1048729	.0126213	.1661943	.1853947	.5123	-.4810679
318	.511	44103	.0990197	.111629	.0164378	.0412992	.1133908	.4344	.044007
319	.452	45891	.1349762	.0900338	.0193377	.0999863	.0772399	.4687	-.1925931
320	.525	44398	.084594	.1062703	.0197049	.1418356	.1722245	.4325	.1000834
321	.59	34174	.053958	.1271775	.0141083	.1597694	.0879415	.4539	.3639653
322	.653	64153	.1816882	.0714134	.0098041	.0531393	.0510703	.4827	.6322523
323	.434	44947	.0811342	.1407024	.0165929	.1808637	.1626033	.4322	-.2655496
324	.733	55913	.1155837	.0998033	.0160662	.0489229	.0426659	.4075	1.009897
325	.495	49212	.1376413	.1073681	.0107175	.0434985	.0768702	.483	-.0200006
326	.509	58908	.1503857	.0882372	.0170895	.1027855	.1671238	.4493	.0360039
327	.63	44817	.1047412	.1124813	.0155606	.0997219	.0621489	.401	.5322168
328	.71	37775	.04287	.091288	.0246047	.104661	.0842583	.4344	.895384
329	.688	38005	.0462872	.1513109	.0074686	.2029309	.0340452	.4334	.7907857
330	.742	45645	.0474038	.1053279	.0081855	.1969129	.04566	.3832	1.05639
331	.465	44169	.0960433	.0938584	.0161616	.1001998	.1097726	.4503	-.1402293
332	.617	54151	.0728684	.0986815	.0093937	.1359078	.0322194	.3835	.476834
333	.721	46926	.1208639	.0988965	.0097533	.0547975	.0494393	.4757	.9494274
334	.732	37036	.058591	.1167071	.0080211	.1422809	.0306401	.4338	1.004794
335	.726	34989	.0390616	.065546	.0135939	.196352	.0861993	.4303	.974422
336	.668	32814	.0304478	.1246583	.0225865	.1810149	.232	.4764	.6991531
337	.784	32065	.0302483	.061826	.0048606	.1715576	.0644695	.4668	1.28913
338	.49	27255	.0549513	.0960699	.0174326	.523755	.002862	.5305	-.0400053
339	.472	36429	.0615385	.0905263	.0110314	.4203258	.02052	.4683	-.1121173
340	.819	41397	.0499059	.0871836	.0189883	.0278854	.0571539	.4394	1.509587
341	.716	50604	.0702164	.1098939	.0187148	.1182763	.0847034	.3796	.924706
342	.718	49060	.0672059	.086231	.0254372	.0976594	.0744553	.4231	.9345624
343	.565	31943	.0446257	.1178567	.0165511	.3904746	.0169328	.46	.2614797
344	.759	32512	.044633	.1127469	.0133093	.1211993	.0443695	.4304	1.147205
345	.407	37975	.0925148	.1027011	.0218923	.5074878	.0275669	.5091	-.3763812
346	.808	38374	.017227	.0964128	.0247958	.0474438	.0149969	.4281	1.437067
347	.565	40186	.0593627	.1190909	.0159558	.3540231	.0491511	.4995	.2614797
348	.708	64651	.1239321	.0665065	.0021485	.1305994	.0447616	.4266	.8856903
349	.591	33902	.0775852	.0753921	.0077338	.2698383	.0347061	.4929	.3681009
350	.451	32188	.035285	.0996859	.0144609	.5154453	.0089613	.4532	-.1966311
351	.653	49339	.0264341	.1171911	.0148783	.2817804	.0251188	.3937	.6322523
