age	male	unemp	black	hisp	educ2	educ3	educ4	educ5	educ6	income	union	pid	south	inctax	follow	agesq
61	0	0	0	0	0	0	0	0	1	12	1	5	0	62	2	3721
54	0	0	0	0	0	0	0	1	0	11	0	1	0	52	2	2916
51	1	1	0	0	0	0	0	1	0	11	0	6	0	83	3	2601
56	0	0	0	0	0	0	0	1	0	8	0	1	0	98	3	3136
46	1	1	0	0	0	0	0	0	1	12	0	6	0	38	3	2116
60	1	0	0	0	1	0	0	0	0	12	0	7	0	19	3	3600
29	0	0	0	0	0	0	0	1	0	6	0	5	0	30	3	841
48	1	0	0	0	0	0	0	1	0	13	0	5	0	1	3	2304
57	1	0	0	0	0	0	0	1	0	12	0	1	0	50	3	3249
42	1	0	0	0	0	1	0	0	0	11	0	7	0	25	3	1764
40	1	0	0	0	0	0	0	1	0	12	0	1	0	95	3	1600
48	1	0	0	0	0	0	0	1	0	14	0	3	0	85	3	2304
26	1	0	0	0	0	0	0	1	0	10	0	2	0	34	3	676
55	0	0	0	0	0	0	0	1	0	13	0	1	0	25	3	3025
62	0	0	0	0	0	0	0	0	1	12	0	1	0	94	3	3844
58	0	0	0	0	1	0	0	0	0	8	0	1	0	49	3	3364
40	1	0	0	0	0	0	0	0	1	11	0	3	0	50	3	1600
41	0	0	0	0	0	0	0	1	0	13	0	1	0	91	3	1681
68	1	0	0	0	0	0	0	0	1	14	0	7	0	14	3	4624
70	1	0	0	0	0	0	0	0	1	10	1	7	0	17	3	4900
41	1	0	0	0	0	0	1	0	0	11	0	5	0	27	3	1681
52	1	0	0	0	0	0	0	1	0	14	0	1	0	76	3	2704
34	1	1	0	0	1	0	0	0	0	9	0	4	0	76	0	1156
59	1	0	0	0	0	0	0	1	0	9	0	1	0	92	3	3481
42	1	0	0	0	1	0	0	0	0	13	0	6	0	32	3	1764
75	1	0	0	0	0	1	0	0	0	11	0	7	0	41	3	5625
61	1	0	0	0	0	0	0	0	1	12	0	2	0	26	2	3721
34	1	1	0	0	1	0	0	0	0	9	0	4	0	76	0	1156
59	0	0	0	0	0	0	0	1	0	14	1	1	0	76	3	3481
56	1	0	0	0	0	0	0	1	0	11	0	1	0	97	3	3136
39	0	0	0	0	0	0	0	1	0	7	0	1	0	32	3	1521
40	0	0	0	0	1	0	0	0	0	11	0	3	0	52	2	1600
56	0	0	0	0	0	0	0	1	0	9	1	3	0	86	3	3136
31	1	0	0	1	0	0	0	0	1	14	0	1	0	51	3	961
64	1	0	0	0	0	0	0	1	0	10	0	5	0	26	3	4096
49	0	0	0	0	0	0	0	1	0	11	0	1	0	17	3	2401
79	0	0	0	0	0	0	0	1	0	8	0	3	0	51	3	6241
24	1	0	0	0	0	0	0	1	0	12	0	5	0	51	0	576
61	1	0	0	0	0	0	0	0	1	11	0	5	0	76	3	3721
76	0	0	0	0	0	0	0	0	1	11	0	1	0	98	3	5776
39	0	0	0	0	0	0	0	1	0	11	0	3	0	64	3	1521
86	1	0	0	0	0	0	0	1	0	5	0	3	0	99	3	7396
29	1	0	0	0	0	0	0	1	0	14	0	5	0	7	3	841
41	1	0	0	0	0	0	0	1	0	14	0	1	0	75	3	1681
82	1	0	0	0	0	0	0	0	1	6	0	4	0	26	2	6724
24	0	0	0	0	0	0	0	1	0	6	0	4	0	32	3	576
76	1	0	0	0	0	0	0	1	0	10	0	5	0	98	3	5776
53	0	0	0	0	0	0	1	0	0	12	0	6	0	51	2	2809
56	0	0	0	0	0	0	1	0	0	11	0	5	0	38	3	3136
77	1	0	0	0	0	0	0	1	0	10	0	6	0	17	3	5929
52	0	1	0	0	0	0	1	0	0	10	1	3	0	77	2	2704
75	1	0	0	0	1	0	0	0	0	5	0	5	0	4	3	5625
51	1	0	0	0	0	0	0	0	1	14	0	1	0	68	3	2601
35	0	0	0	0	0	0	0	1	0	8	0	1	0	97	3	1225
24	0	0	0	0	0	0	0	1	0	6	0	7	0	25	3	576
50	0	0	0	0	0	0	0	0	1	11	0	1	0	100	3	2500
59	1	0	0	0	0	0	0	0	1	8	0	1	0	75	3	3481
53	0	1	0	0	0	0	0	0	0	6	0	5	0	51	0	2809
45	0	0	0	0	0	1	0	0	0	8	0	5	0	31	1	2025
61	0	0	0	0	0	0	0	0	1	7	1	2	0	59	3	3721
41	0	0	0	0	0	0	0	1	0	6	0	1	0	16	3	1681
34	0	0	0	0	0	0	0	1	0	12	0	1	0	51	3	1156
45	0	0	1	0	0	1	0	0	0	8	0	3	0	50	2	2025
59	0	0	0	0	0	0	0	0	1	14	0	1	0	51	3	3481
24	1	0	0	0	0	0	0	1	0	6	0	1	0	44	2	576
53	0	0	1	0	0	1	0	0	0	6	0	2	0	36	2	2809
67	1	0	0	0	0	1	0	0	0	13	0	5	0	58	2	4489
52	1	0	0	0	0	0	0	1	0	14	0	6	0	3	3	2704
67	0	0	0	0	0	0	1	0	0	8	0	1	0	38	3	4489
47	1	0	0	0	0	0	0	0	1	13	0	2	0	75	3	2209
47	1	0	0	0	0	0	0	1	0	10	0	3	0	51	3	2209
65	1	0	0	0	0	0	0	0	1	12	0	7	0	16	3	4225
68	0	0	0	0	0	0	0	0	1	10	0	3	0	23	3	4624
18	0	0	0	0	1	0	0	0	0	4	0	3	0	61	1	324
70	1	0	0	0	0	0	0	1	0	12	0	7	0	1	3	4900
31	0	0	0	0	0	0	0	1	0	10	0	2	0	54	3	961
52	1	0	0	0	0	0	0	1	0	10	0	3	0	1	3	2704
51	0	0	0	0	0	0	0	0	1	14	0	3	0	50	3	2601
67	1	0	0	0	0	1	0	0	0	14	0	6	0	51	3	4489
65	1	0	0	0	0	0	0	1	0	10	0	5	0	51	3	4225
62	0	0	0	0	0	0	0	1	0	13	0	1	0	51	3	3844
55	1	1	0	0	0	0	1	0	0	3	0	1	0	51	3	3025
46	0	0	0	0	0	1	0	0	0	13	0	4	0	51	2	2116
41	1	0	0	0	0	0	0	1	0	14	0	4	0	76	2	1681
52	1	0	1	0	0	0	1	0	0	13	0	4	0	47	3	2704
54	0	0	0	0	0	0	0	0	1	12	0	1	0	51	3	2916
60	0	0	0	0	0	1	0	0	0	6	0	4	0	36	2	3600
58	0	1	0	0	0	0	0	1	0	11	0	7	0	26	3	3364
56	0	0	0	0	0	0	0	1	0	14	0	3	0	3	3	3136
49	1	0	0	0	0	0	0	1	0	14	0	4	0	0	3	2401
34	0	1	0	0	0	0	0	1	0	13	0	3	0	37	2	1156
43	1	0	0	0	0	1	0	0	0	10	0	4	0	50	3	1849
53	0	0	1	0	0	1	0	0	0	6	0	2	0	13	2	2809
47	0	0	0	0	0	0	0	1	0	11	0	3	0	99	3	2209
74	1	0	0	0	0	0	0	0	1	10	0	5	0	51	3	5476
68	1	0	0	0	0	0	0	1	0	12	0	1	0	36	3	4624
54	0	0	0	0	0	1	0	0	0	10	0	4	0	36	3	2916
27	0	0	0	0	0	0	0	1	0	7	0	2	0	51	1	729
72	1	0	0	0	0	1	0	0	0	6	0	5	0	41	1	5184
63	1	0	0	0	0	1	0	0	0	11	0	5	0	47	2	3969
45	0	0	0	0	0	0	0	0	1	14	0	7	0	2	3	2025
47	0	0	0	0	0	0	0	0	1	12	0	3	0	60	2	2209
30	1	0	0	0	0	0	0	1	0	5	0	3	0	47	1	900
73	1	0	0	0	0	0	0	1	0	12	0	5	0	11	3	5329
55	1	1	0	0	0	1	0	0	0	11	0	7	0	55	3	3025
83	0	0	0	0	0	0	0	1	0	8	0	7	0	50	3	6889
52	1	0	0	0	0	0	0	1	0	14	0	2	0	38	3	2704
47	1	0	0	0	0	0	0	0	1	14	0	3	0	100	3	2209
41	1	0	0	0	0	0	0	0	1	14	0	1	0	85	3	1681
64	1	0	0	0	0	0	0	1	0	12	0	1	0	51	3	4096
54	0	0	0	0	1	0	0	0	0	8	0	4	0	52	3	2916
49	0	0	0	0	0	0	0	1	0	14	0	5	0	29	3	2401
59	1	0	0	0	0	0	0	1	0	14	0	5	0	88	3	3481
67	0	0	0	0	0	1	0	0	0	10	0	5	0	0	3	4489
54	0	1	0	0	1	0	0	0	0	11	0	5	0	4	3	2916
24	1	0	0	0	0	0	0	1	0	1	0	6	0	39	3	576
25	0	0	0	0	0	0	0	1	0	13	0	4	0	35	3	625
40	0	0	0	0	0	1	0	0	0	1	0	1	0	14	2	1600
61	0	0	0	0	0	0	0	0	1	7	0	3	0	63	2	3721
64	0	0	0	0	0	0	0	1	0	9	0	3	0	85	3	4096
64	1	1	0	0	0	0	0	1	0	11	0	3	0	100	3	4096
62	0	1	0	0	1	0	0	0	0	7	0	7	0	100	3	3844
64	1	0	0	0	0	0	0	0	1	13	0	7	0	26	3	4096
57	1	0	0	0	0	0	0	0	1	14	1	1	0	51	3	3249
83	1	0	0	0	0	0	0	0	1	10	0	3	0	100	3	6889
51	0	0	0	0	0	0	1	0	0	11	0	1	0	57	3	2601
60	1	0	0	0	0	0	0	1	0	11	0	3	0	87	3	3600
52	1	0	0	0	0	0	0	1	0	13	0	5	0	1	3	2704
21	1	0	0	1	0	1	0	0	0	6	0	2	0	84	2	441
41	1	0	0	0	1	0	0	0	0	7	0	5	0	1	3	1681
54	0	0	0	0	0	0	0	0	1	14	0	1	0	51	3	2916
61	0	0	0	0	0	0	0	1	0	9	0	2	0	50	3	3721
73	0	0	0	0	1	0	0	0	0	4	0	6	0	51	2	5329
47	0	0	0	0	0	0	0	0	1	14	0	4	0	89	3	2209
77	0	0	0	0	0	1	0	0	0	11	0	7	0	26	3	5929
69	1	0	0	0	1	0	0	0	0	9	0	4	0	58	1	4761
40	1	1	0	0	0	0	0	1	0	7	0	3	0	42	3	1600
50	0	1	0	0	0	1	0	0	0	1	0	4	0	67	3	2500
24	0	1	0	0	0	0	1	0	0	5	0	7	0	84	3	576
65	1	0	0	0	0	1	0	0	0	13	0	4	0	50	3	4225
68	1	0	0	0	0	1	0	0	0	8	0	5	0	42	3	4624
81	0	0	0	0	0	1	0	0	0	11	0	4	0	15	3	6561
64	1	0	0	0	0	1	0	0	0	13	0	5	0	33	3	4096
66	0	0	0	0	1	0	0	0	0	11	0	7	0	51	3	4356
60	1	0	0	0	0	0	0	0	1	11	0	1	0	89	3	3600
45	0	0	0	0	0	0	0	1	0	2	0	5	0	50	3	2025
26	1	0	0	0	0	0	0	1	0	10	0	2	0	29	1	676
67	0	0	0	0	0	1	0	0	0	11	0	1	0	51	3	4489
58	0	0	0	0	0	0	0	1	0	9	1	1	0	35	1	3364
65	1	0	0	0	0	1	0	0	0	13	0	6	0	76	3	4225
79	0	0	0	0	1	0	0	0	0	6	0	1	0	77	3	6241
69	1	0	0	0	1	0	0	0	0	11	0	3	0	76	3	4761
47	1	0	0	0	0	0	0	0	1	13	0	1	0	76	3	2209
41	0	0	0	0	0	0	0	1	0	13	0	3	0	58	3	1681
56	1	0	0	0	0	0	0	1	0	9	0	4	0	98	3	3136
45	0	0	0	0	0	1	0	0	0	8	0	6	0	50	0	2025
29	0	0	0	0	0	0	0	1	0	9	0	4	0	51	3	841
35	0	0	0	0	0	0	0	1	0	14	1	5	0	27	3	1225
24	0	0	0	0	0	0	1	0	0	2	0	1	0	51	3	576
68	0	0	0	0	1	0	0	0	0	5	0	4	0	2	3	4624
54	0	0	0	0	0	0	0	1	0	14	1	1	0	60	3	2916
45	0	0	0	0	1	0	0	0	0	3	0	2	0	27	1	2025
41	1	0	0	0	0	1	0	0	0	6	0	2	0	85	2	1681
73	1	0	0	0	0	0	0	0	1	3	0	1	0	76	3	5329
42	0	0	0	1	0	0	0	1	0	11	0	2	0	51	2	1764
42	0	0	0	0	0	0	0	0	1	2	0	3	0	76	3	1764
34	0	0	0	0	0	0	0	1	0	11	0	2	0	76	2	1156
63	1	0	0	1	0	0	0	0	1	14	0	1	0	64	3	3969
33	1	0	1	0	1	0	0	0	0	1	0	2	0	51	2	1089
35	1	0	1	0	0	0	0	0	1	12	0	1	0	50	3	1225
60	1	0	0	0	1	0	0	0	0	10	1	2	0	63	3	3600
31	1	0	0	0	0	0	0	0	1	7	0	1	0	66	3	961
35	1	0	0	0	0	0	0	1	0	9	0	4	0	51	3	1225
46	1	0	0	1	0	0	0	0	1	6	0	1	0	59	3	2116
56	0	1	0	0	0	1	0	0	0	11	0	7	0	0	3	3136
63	1	0	0	0	0	0	0	1	0	7	0	3	0	10	3	3969
27	0	0	0	0	0	0	0	0	1	1	0	1	0	76	3	729
46	1	1	1	0	1	0	0	0	0	4	0	1	0	74	3	2116
26	0	1	1	0	0	1	0	0	0	6	1	1	0	50	2	676
27	0	0	0	0	0	0	0	0	1	6	0	1	0	72	2	729
63	0	0	0	0	0	0	0	1	0	7	0	2	0	38	3	3969
22	1	0	0	0	0	1	0	0	0	12	0	3	0	50	2	484
79	1	0	0	0	0	0	0	0	1	12	0	6	0	3	3	6241
47	1	0	0	0	0	0	0	1	0	12	1	4	0	61	3	2209
33	1	0	0	0	0	0	0	0	1	5	0	1	0	63	3	1089
58	1	0	0	0	0	0	0	0	1	12	0	3	0	51	3	3364
49	0	0	0	0	0	0	0	1	0	12	0	1	0	50	3	2401
61	1	0	0	0	0	0	1	0	0	6	0	3	0	76	3	3721
41	1	0	0	0	0	0	0	1	0	8	0	1	0	39	3	1681
41	1	0	0	0	0	1	0	0	0	14	0	1	0	25	3	1681
51	0	0	0	0	0	1	0	0	0	14	0	3	0	25	2	2601
37	0	0	0	0	0	0	0	0	1	14	0	6	0	0	3	1369
53	1	0	0	0	0	0	0	0	1	10	0	6	0	26	3	2809
61	0	0	0	0	0	0	0	1	0	14	0	7	0	26	3	3721
38	0	0	0	0	1	0	0	0	0	5	0	6	0	43	1	1444
52	1	0	1	0	0	0	0	1	0	7	0	3	0	34	3	2704
46	0	0	1	0	0	0	1	0	0	10	0	1	0	37	3	2116
30	1	0	0	1	0	0	0	1	0	8	0	5	0	25	2	900
42	0	0	0	0	0	0	0	1	0	11	0	1	0	72	3	1764
41	0	0	1	0	0	1	0	0	0	8	1	1	0	82	2	1681
24	0	0	0	1	0	0	0	0	1	8	1	1	0	42	3	576
54	0	0	1	0	0	1	0	0	0	7	1	1	0	100	3	2916
57	0	0	0	0	0	1	0	0	0	10	0	5	0	51	2	3249
53	0	0	0	0	0	0	0	1	0	14	0	1	0	64	2	2809
32	1	0	0	0	0	0	0	0	1	8	0	1	0	95	3	1024
21	1	0	0	0	0	1	0	0	0	2	0	3	0	95	2	441
48	1	0	0	1	0	0	0	0	1	10	0	1	0	50	3	2304
56	1	0	0	0	0	1	0	0	0	10	0	1	0	4	3	3136
63	1	0	0	0	0	0	1	0	0	12	0	1	0	97	3	3969
44	1	0	0	0	0	0	0	1	0	12	0	3	0	86	3	1936
49	1	0	0	0	0	0	0	1	0	10	0	6	0	4	3	2401
52	0	0	1	0	0	0	0	1	0	10	0	1	0	51	2	2704
53	0	1	1	0	0	1	0	0	0	5	0	1	0	49	3	2809
36	1	0	0	1	1	0	0	0	0	8	0	5	0	51	3	1296
40	0	0	0	0	0	0	0	1	0	11	0	3	0	62	3	1600
55	0	0	0	0	0	0	0	1	0	10	0	3	0	76	3	3025
46	1	0	0	0	1	0	0	0	0	12	0	5	0	35	3	2116
24	1	0	0	0	0	0	0	1	0	2	0	3	0	66	3	576
65	1	0	0	0	0	0	0	0	1	14	0	3	0	76	3	4225
32	0	0	0	0	0	1	0	0	0	10	0	4	0	52	1	1024
28	1	0	0	0	0	1	0	0	0	6	1	3	0	38	3	784
73	1	0	0	0	0	0	0	1	0	10	0	5	0	75	3	5329
50	1	0	0	0	1	0	0	0	0	12	0	5	0	26	3	2500
67	1	0	0	0	0	0	0	0	1	13	0	1	0	99	3	4489
68	0	0	0	0	0	0	0	0	1	10	1	1	0	3	3	4624
62	0	0	0	0	0	0	0	1	0	7	0	5	0	76	2	3844
43	1	0	0	0	0	0	0	1	0	14	0	7	0	4	3	1849
50	1	0	0	0	1	0	0	0	0	9	0	6	0	51	3	2500
29	1	0	0	0	0	0	1	0	0	10	0	5	0	51	3	841
56	0	0	0	0	0	0	0	1	0	4	0	4	0	42	2	3136
30	0	0	0	0	0	1	0	0	0	11	0	4	0	26	1	900
59	1	0	0	1	0	0	0	1	0	8	1	1	0	38	3	3481
54	0	0	0	0	1	0	0	0	0	10	0	7	0	1	0	2916
31	0	0	0	1	0	0	1	0	0	9	0	2	0	40	2	961
72	1	0	0	0	1	0	0	0	0	8	0	7	0	38	3	5184
39	0	0	0	0	0	0	0	1	0	8	0	1	0	26	1	1521
65	1	0	0	0	0	0	1	0	0	4	0	1	0	51	3	4225
45	1	0	0	0	1	0	0	0	0	6	0	4	0	1	3	2025
22	0	0	0	0	0	0	0	1	0	9	0	3	0	58	2	484
55	0	0	0	0	0	1	0	0	0	5	0	3	0	35	3	3025
57	1	0	0	0	1	0	0	0	0	10	1	5	0	99	3	3249
50	1	0	0	0	0	0	0	1	0	14	0	5	0	50	3	2500
51	0	0	0	0	0	0	0	1	0	8	0	5	0	4	3	2601
36	1	0	0	0	0	0	0	1	0	13	0	1	0	50	3	1296
58	1	1	0	0	0	0	0	1	0	12	0	5	0	2	3	3364
27	0	0	0	0	0	1	0	0	0	10	0	7	0	20	0	729
68	1	0	0	0	0	1	0	0	0	6	0	6	0	66	3	4624
40	0	0	0	1	0	0	0	0	1	7	0	4	0	66	3	1600
62	1	0	0	0	0	0	0	0	1	12	0	1	0	85	3	3844
40	0	0	0	0	0	0	0	1	0	9	0	3	0	63	3	1600
51	1	0	0	0	0	0	0	0	1	12	0	4	0	77	2	2601
56	1	0	0	0	1	0	0	0	0	10	0	7	0	51	3	3136
33	1	1	0	1	0	1	0	0	0	2	0	1	0	51	2	1089
43	0	0	0	0	1	0	0	0	0	12	0	6	0	51	2	1849
51	0	0	0	0	0	0	0	0	1	6	0	1	0	76	3	2601
52	1	0	0	0	0	1	0	0	0	12	0	5	0	26	3	2704
47	1	0	0	0	1	0	0	0	0	6	0	4	0	29	3	2209
49	1	0	0	0	0	0	0	0	1	13	0	5	0	51	3	2401
48	1	0	0	0	0	0	0	0	1	12	0	4	0	51	2	2304
44	1	0	0	0	0	0	0	1	0	14	0	7	0	2	3	1936
58	0	0	0	0	1	0	0	0	0	7	0	3	0	12	3	3364
49	1	0	0	0	0	1	0	0	0	12	0	3	0	92	2	2401
50	1	0	0	0	0	1	0	0	0	12	1	5	0	25	2	2500
60	1	0	0	0	0	0	0	0	1	14	0	1	0	82	3	3600
56	0	0	0	0	0	0	0	1	0	8	0	1	0	51	3	3136
53	0	0	0	0	0	0	1	0	0	13	0	4	0	50	3	2809
27	1	0	0	0	0	0	0	0	1	8	0	6	0	23	3	729
51	1	0	0	0	0	0	0	0	1	11	1	1	0	51	2	2601
68	0	0	0	0	0	0	1	0	0	3	0	1	0	1	2	4624
56	1	0	0	0	1	0	0	0	0	13	0	5	0	2	3	3136
46	0	0	0	0	0	1	0	0	0	4	0	3	0	63	1	2116
74	1	0	0	0	0	0	0	1	0	7	0	5	0	51	3	5476
50	1	0	0	0	0	0	1	0	0	12	0	5	0	42	2	2500
67	1	0	0	0	1	0	0	0	0	11	0	5	0	1	3	4489
75	1	0	0	0	0	1	0	0	0	12	0	3	0	50	3	5625
49	1	0	0	0	0	0	0	0	1	13	0	3	0	51	2	2401
37	1	0	0	0	0	0	0	1	0	11	0	1	0	69	3	1369
27	0	0	0	0	0	0	0	1	0	10	0	1	0	50	3	729
68	0	0	0	0	0	0	0	1	0	3	0	4	0	41	3	4624
26	0	0	0	0	0	0	1	0	0	6	0	2	0	46	2	676
57	0	0	0	0	1	0	0	0	0	6	0	7	0	26	2	3249
50	1	0	0	0	0	0	0	1	0	14	0	7	0	1	3	2500
79	1	0	0	0	0	1	0	0	0	8	0	1	0	24	3	6241
59	1	0	0	0	1	0	0	0	0	2	0	2	0	92	0	3481
59	0	0	0	0	0	0	0	0	1	11	0	1	0	28	3	3481
46	0	0	0	0	0	0	0	1	0	12	0	3	0	44	3	2116
44	1	0	0	0	0	0	0	1	0	14	0	7	0	1	3	1936
63	0	0	0	0	0	0	0	1	0	14	0	1	0	51	3	3969
65	1	0	0	0	0	0	0	1	0	14	0	7	0	32	2	4225
20	0	0	0	0	0	1	0	0	0	5	0	2	0	25	0	400
30	0	1	0	0	1	0	0	0	0	3	0	1	0	14	1	900
79	0	0	0	0	0	1	0	0	0	10	0	1	0	51	3	6241
64	1	0	0	0	0	0	0	1	0	12	0	5	0	1	3	4096
53	0	0	0	0	0	0	0	0	1	14	0	3	0	25	3	2809
23	0	1	0	0	1	0	0	0	0	10	0	3	0	29	0	529
60	0	1	0	0	0	1	0	0	0	7	0	5	0	76	3	3600
56	1	0	0	0	0	1	0	0	0	12	0	7	0	3	3	3136
66	0	0	0	0	0	1	0	0	0	2	0	1	0	41	3	4356
48	0	0	0	0	1	0	0	0	0	10	0	5	0	38	3	2304
56	1	0	0	0	0	1	0	0	0	14	1	5	0	8	3	3136
55	1	0	0	0	1	0	0	0	0	11	1	4	0	76	3	3025
45	1	0	0	0	0	0	0	0	0	1	0	1	0	50	0	2025
50	0	0	0	0	0	0	0	1	0	11	0	7	0	0	3	2500
41	0	0	0	0	1	0	0	0	0	6	0	4	0	50	2	1681
63	1	0	0	0	0	0	0	1	0	10	0	7	0	39	3	3969
45	1	0	0	0	0	0	0	1	0	12	0	7	0	0	3	2025
44	0	0	0	0	0	1	0	0	0	10	0	7	0	27	3	1936
63	0	0	0	0	1	0	0	0	0	11	0	4	0	27	2	3969
52	0	0	0	0	0	1	0	0	0	4	0	2	0	49	2	2704
46	1	0	0	0	0	0	0	1	0	13	1	5	0	38	3	2116
26	1	0	0	0	0	1	0	0	0	11	0	4	0	13	2	676
53	1	0	0	0	1	0	0	0	0	10	0	5	0	13	3	2809
54	0	0	0	0	1	0	0	0	0	6	0	7	0	7	3	2916
62	1	0	0	1	0	0	0	0	1	13	0	5	0	13	3	3844
73	1	0	0	0	0	0	0	1	0	12	0	1	0	51	3	5329
45	0	1	0	0	0	0	0	1	0	3	0	1	0	82	3	2025
20	0	0	0	0	0	0	1	0	0	4	0	3	0	66	0	400
79	1	0	0	0	0	0	0	1	0	11	0	7	0	12	3	6241
66	0	0	0	0	1	0	0	0	0	9	0	3	0	23	3	4356
58	0	0	0	0	0	1	0	0	0	4	0	7	0	3	3	3364
59	0	0	0	0	1	0	0	0	0	5	0	5	0	1	3	3481
49	1	0	0	0	0	1	0	0	0	10	0	2	0	51	3	2401
76	0	0	0	0	1	0	0	0	0	2	0	4	0	50	0	5776
67	0	0	0	0	0	1	0	0	0	6	0	7	0	7	3	4489
70	0	0	0	0	0	1	0	0	0	8	0	6	0	50	3	4900
68	1	0	0	0	1	0	0	0	0	6	0	5	0	44	3	4624
32	0	1	0	0	0	0	0	1	0	6	0	1	0	54	2	1024
25	1	0	0	0	0	1	0	0	0	3	0	4	0	2	3	625
58	1	0	0	0	1	0	0	0	0	3	0	1	0	57	3	3364
63	1	0	0	0	0	1	0	0	0	12	0	7	0	26	3	3969
51	0	0	0	0	1	0	0	0	0	10	1	3	0	25	3	2601
18	0	0	0	0	0	1	0	0	0	7	0	6	0	0	2	324
68	1	0	0	0	0	0	0	1	0	7	0	6	0	38	3	4624
64	1	0	0	0	1	0	0	0	0	8	0	5	0	75	3	4096
59	1	0	0	0	0	0	1	0	0	4	0	3	0	51	3	3481
63	1	0	0	0	0	1	0	0	0	10	0	7	0	40	3	3969
74	1	0	0	0	1	0	0	0	0	4	1	3	0	51	3	5476
54	0	1	0	0	0	0	1	0	0	4	0	7	0	4	2	2916
46	1	0	0	0	0	0	1	0	0	7	0	4	0	3	3	2116
52	0	0	0	0	0	0	0	1	0	14	0	7	0	34	3	2704
59	0	0	0	0	0	0	0	0	1	13	0	1	0	73	3	3481
54	0	0	0	0	1	0	0	0	0	4	0	2	0	76	2	2916
71	1	0	0	0	0	0	0	1	0	10	0	5	0	9	2	5041
51	0	0	0	0	1	0	0	0	0	6	0	7	0	50	1	2601
35	0	0	0	0	1	0	0	0	0	3	0	7	0	7	3	1225
53	0	0	0	0	0	0	1	0	0	3	0	5	0	4	3	2809
62	0	0	0	0	0	0	0	1	0	6	1	3	0	44	2	3844
57	1	0	0	0	0	0	0	1	0	10	0	6	0	99	3	3249
66	1	0	0	0	0	0	0	1	0	9	0	1	0	51	3	4356
65	1	0	0	0	0	0	0	1	0	13	0	5	0	7	3	4225
62	0	0	0	0	0	0	0	1	0	14	0	7	0	51	3	3844
32	0	1	1	0	0	1	0	0	0	9	1	1	0	57	3	1024
77	0	0	0	0	0	0	0	1	0	11	0	3	0	36	3	5929
81	1	0	0	0	0	1	0	0	0	7	0	5	0	1	3	6561
64	1	1	0	0	0	1	0	0	0	3	0	4	0	1	2	4096
58	0	0	0	0	1	0	0	0	0	12	0	7	0	26	3	3364
63	1	0	0	0	0	0	0	1	0	10	0	3	0	50	3	3969
69	1	0	0	0	1	0	0	0	0	5	0	5	0	63	3	4761
64	0	0	0	0	0	0	0	0	0	4	0	5	0	17	3	4096
35	1	1	0	1	0	0	0	0	1	1	0	6	0	41	3	1225
26	0	0	0	0	1	0	0	0	0	5	0	7	0	30	3	676
62	1	1	0	0	0	0	0	1	0	7	0	4	0	25	3	3844
51	0	1	1	0	0	1	0	0	0	3	0	2	0	51	2	2601
57	0	0	0	0	0	0	0	1	0	8	0	1	0	51	3	3249
38	1	0	0	0	0	1	0	0	0	8	0	7	0	51	3	1444
60	1	0	0	0	1	0	0	0	0	9	0	6	0	89	3	3600
26	0	0	0	0	1	0	0	0	0	4	0	1	0	46	3	676
56	0	0	0	0	0	0	0	1	0	11	0	7	0	100	3	3136
60	1	0	0	0	1	0	0	0	0	2	0	4	0	4	3	3600
62	0	0	0	0	1	0	0	0	0	5	0	1	0	26	2	3844
32	1	0	0	0	1	0	0	0	0	11	1	7	0	46	2	1024
40	1	0	0	0	0	1	0	0	0	4	1	1	0	50	3	1600
43	0	0	0	0	0	1	0	0	0	9	1	5	0	30	2	1849
60	0	0	0	0	1	0	0	0	0	11	0	5	0	41	3	3600
54	0	0	0	0	0	0	1	0	0	7	0	5	0	26	3	2916
55	0	0	0	0	0	1	0	0	0	11	0	1	0	75	3	3025
55	0	0	0	0	1	0	0	0	0	9	0	1	0	51	3	3025
39	1	0	0	0	0	0	0	1	0	14	0	5	0	0	3	1521
21	1	0	0	0	0	1	0	0	0	11	0	7	0	31	3	441
59	0	1	0	0	1	0	0	0	0	7	0	2	0	38	2	3481
23	0	0	0	0	1	0	0	0	0	3	0	2	0	61	2	529
67	0	0	0	0	0	1	0	0	0	6	0	1	0	86	3	4489
60	1	0	0	0	0	0	0	1	0	12	0	1	0	64	3	3600
29	1	0	0	0	1	0	0	0	0	3	0	3	0	38	2	841
60	1	0	0	0	1	0	0	0	0	7	0	6	0	1	3	3600
82	0	0	0	0	0	0	0	0	1	7	0	1	0	47	3	6724
65	1	0	0	0	0	1	0	0	0	8	0	1	0	57	3	4225
53	0	0	0	0	1	0	0	0	0	5	0	1	0	51	2	2809
24	0	0	0	0	0	0	0	1	0	2	0	7	0	3	3	576
68	1	0	0	0	0	0	0	0	1	6	0	1	0	76	3	4624
71	1	0	0	0	0	1	0	0	0	8	0	4	0	69	2	5041
35	0	0	0	0	0	1	0	0	0	8	0	6	0	61	2	1225
47	1	0	0	0	0	1	0	0	0	11	0	5	0	6	3	2209
65	0	0	0	0	0	0	0	1	0	9	0	5	0	17	3	4225
52	1	0	0	0	0	0	0	0	0	14	0	5	0	35	3	2704
54	1	0	0	0	1	0	0	0	0	9	0	4	0	7	3	2916
62	1	0	0	0	0	0	0	1	0	5	0	6	0	44	0	3844
78	1	0	0	0	0	1	0	0	0	13	0	7	0	38	3	6084
66	1	0	0	0	0	0	1	0	0	6	0	2	0	51	3	4356
