age	male	unemp	black	hisp	educ2	educ3	educ4	educ5	educ6	income	union	pid	south	inctax	follow	agesq
36	0	0	0	0	0	0	0	1	0	11	0	6	0	87	2	1296
55	0	0	0	0	0	0	0	1	0	8	0	2	0	51	2	3025
55	0	0	0	0	0	0	1	0	0	10	0	6	0	76	3	3025
55	0	0	0	0	0	0	0	1	0	12	1	1	0	53	1	3025
51	0	0	0	0	1	0	0	0	0	4	0	4	0	97	0	2601
48	0	0	1	0	0	0	0	1	0	9	0	1	0	7	2	2304
52	0	0	0	1	0	0	0	1	0	10	0	2	0	23	2	2704
48	1	0	0	0	0	0	1	0	0	13	0	6	0	60	2	2304
71	1	0	0	0	1	0	0	0	0	4	0	7	0	51	3	5041
61	0	0	1	0	0	1	0	0	0	7	0	2	0	50	1	3721
63	0	0	0	0	0	0	0	1	0	12	0	1	0	2	3	3969
61	1	0	1	0	0	1	0	0	0	13	0	2	0	38	2	3721
28	1	1	1	0	0	0	1	0	0	7	1	4	0	26	2	784
24	0	0	0	0	0	0	0	1	0	9	0	3	0	28	1	576
46	1	0	0	0	0	0	0	0	1	12	0	2	0	50	2	2116
34	0	1	0	1	0	0	1	0	0	4	0	7	0	81	2	1156
53	1	0	0	0	0	0	0	1	0	14	0	7	0	98	2	2809
29	0	0	0	0	0	0	1	0	0	3	0	7	0	50	3	841
47	0	0	0	0	0	0	1	0	0	12	0	1	0	76	3	2209
38	1	0	1	0	0	0	0	1	0	13	0	4	0	51	3	1444
69	1	0	1	0	0	0	1	0	0	4	1	1	0	51	3	4761
28	0	0	0	0	0	0	0	1	0	4	1	2	0	60	3	784
59	0	0	0	0	0	0	0	0	1	11	0	5	0	51	3	3481
33	1	0	0	1	0	0	0	1	0	5	0	1	0	63	3	1089
32	1	0	0	1	0	1	0	0	0	8	0	4	0	42	3	1024
51	0	0	1	0	0	1	0	0	0	6	0	1	0	11	1	2601
55	0	0	1	0	0	0	0	1	0	13	1	1	0	89	3	3025
26	0	0	0	0	0	0	0	0	1	5	0	1	0	39	3	676
74	1	0	1	0	0	1	0	0	0	4	0	1	0	72	2	5476
42	0	0	1	0	0	0	0	1	0	14	0	1	0	32	3	1764
58	0	1	0	0	1	0	0	0	0	11	1	6	0	41	3	3364
19	1	0	0	1	0	1	0	0	0	8	0	2	0	58	2	361
46	0	0	0	0	0	1	0	0	0	14	1	7	0	3	2	2116
73	1	0	0	1	1	0	0	0	0	3	0	1	0	76	3	5329
58	1	0	0	1	0	1	0	0	0	4	0	6	0	26	1	3364
62	1	0	0	0	0	0	0	1	0	13	0	7	0	26	3	3844
66	1	0	0	0	1	0	0	0	0	2	0	2	0	26	2	4356
57	1	0	0	1	0	1	0	0	0	9	0	7	0	1	3	3249
57	0	0	0	0	0	1	0	0	0	11	0	7	0	2	3	3249
38	0	1	0	0	0	0	0	1	0	2	0	4	0	57	2	1444
55	1	0	0	0	1	0	0	0	0	5	0	5	0	4	2	3025
66	0	0	0	0	0	1	0	0	0	6	0	7	0	26	3	4356
61	1	1	0	1	0	0	0	0	1	13	0	2	0	26	2	3721
22	0	1	1	0	0	0	0	1	0	1	0	2	0	51	2	484
46	0	0	0	0	0	0	0	1	0	11	0	1	0	16	2	2116
43	0	0	0	0	0	0	1	0	0	7	0	5	0	66	3	1849
30	1	0	1	0	0	0	1	0	0	8	0	2	0	66	2	900
39	1	0	0	0	0	1	0	0	0	10	0	1	0	41	3	1521
25	1	0	0	0	0	0	0	1	0	11	0	1	0	51	3	625
53	0	0	1	0	0	0	1	0	0	13	1	1	0	51	2	2809
46	1	0	0	0	0	0	1	0	0	14	0	1	0	66	3	2116
38	1	0	1	0	0	1	0	0	0	3	0	2	0	29	3	1444
63	1	0	1	0	0	0	0	1	0	12	0	1	0	50	3	3969
55	1	1	0	0	0	0	0	0	0	14	1	4	0	50	3	3025
56	0	0	0	1	1	0	0	0	0	13	0	7	0	5	3	3136
26	0	0	0	1	0	1	0	0	0	8	0	6	0	56	1	676
73	0	0	0	1	0	0	0	1	0	12	0	3	0	75	3	5329
57	1	0	1	0	0	0	0	1	0	11	0	1	0	51	3	3249
61	1	0	0	0	0	0	0	0	1	13	0	4	0	26	3	3721
26	0	0	0	1	0	0	0	1	0	6	0	2	0	50	1	676
40	1	0	0	1	0	0	0	1	0	11	0	1	0	86	3	1600
48	0	0	0	0	0	1	0	0	0	5	0	6	0	64	2	2304
51	0	0	1	0	0	0	1	0	0	10	0	1	0	29	3	2601
73	1	0	0	0	0	0	0	1	0	14	0	6	0	3	3	5329
38	0	0	0	1	0	0	0	1	0	8	1	2	0	51	1	1444
24	1	0	0	0	0	1	0	0	0	6	0	2	0	32	0	576
37	1	0	0	0	0	1	0	0	0	11	0	1	0	63	3	1369
56	1	0	0	0	0	0	0	0	1	8	0	7	0	92	3	3136
45	1	0	1	0	0	1	0	0	0	8	0	1	0	51	1	2025
29	0	1	0	1	0	0	0	1	0	1	0	3	0	41	1	841
50	1	1	0	0	0	0	0	0	1	1	1	6	0	51	3	2500
53	1	0	0	0	0	0	0	1	0	9	0	6	0	99	2	2809
68	1	0	0	0	0	0	0	0	1	12	0	5	0	21	0	4624
27	0	0	0	1	0	0	1	0	0	4	0	3	0	50	1	729
62	1	0	0	0	0	0	0	0	1	13	0	7	0	1	3	3844
70	0	0	0	0	1	0	0	0	0	7	0	7	0	24	3	4900
46	0	0	0	1	0	1	0	0	0	7	0	6	0	38	3	2116
28	0	0	1	0	0	0	0	0	1	8	0	2	0	20	2	784
58	0	1	1	0	0	1	0	0	0	8	0	1	0	45	3	3364
54	0	0	0	1	0	1	0	0	0	6	0	1	0	13	1	2916
22	1	1	0	0	1	0	0	0	0	11	0	2	0	64	1	484
43	0	1	0	0	0	0	0	1	0	4	0	2	0	38	2	1849
79	1	0	0	0	0	0	0	1	0	11	0	6	0	75	2	6241
53	0	0	0	0	1	0	0	0	0	4	1	1	0	73	3	2809
46	0	0	1	0	0	0	0	0	1	10	0	3	0	49	3	2116
56	1	1	1	0	0	0	0	1	0	14	0	1	0	94	3	3136
64	0	1	0	0	0	0	0	1	0	3	0	4	0	76	3	4096
68	1	0	0	0	0	0	0	0	1	7	0	7	0	26	3	4624
55	0	0	1	0	0	1	0	0	0	14	0	1	0	53	2	3025
62	0	0	0	0	1	0	0	0	0	6	0	6	0	11	2	3844
30	0	1	1	0	0	0	0	1	0	4	0	2	0	98	2	900
25	0	0	0	0	0	0	0	0	1	12	0	2	0	60	2	625
34	1	0	0	0	0	0	0	1	0	8	1	1	0	36	3	1156
67	1	0	0	0	0	1	0	0	0	12	0	5	0	1	3	4489
28	1	0	0	0	0	0	1	0	0	9	0	5	0	64	2	784
65	1	0	0	0	0	0	0	1	0	14	0	1	0	50	3	4225
76	1	0	0	0	0	0	0	1	0	8	0	3	0	26	3	5776
73	1	0	0	0	0	0	0	1	0	8	1	7	0	3	3	5329
51	0	0	0	0	0	1	0	0	0	11	0	4	0	23	3	2601
45	0	0	0	0	0	1	0	0	0	7	0	5	0	44	3	2025
22	0	0	1	0	0	0	1	0	0	10	0	1	0	51	1	484
22	0	0	0	1	0	1	0	0	0	6	0	2	0	42	2	484
63	1	0	0	0	0	1	0	0	0	10	0	6	0	26	3	3969
48	0	0	0	0	0	0	0	0	1	13	0	1	0	2	3	2304
27	0	0	0	1	0	0	0	1	0	6	0	2	0	64	2	729
59	0	0	0	1	0	1	0	0	0	11	0	1	0	77	2	3481
78	0	0	0	0	0	0	0	1	0	10	1	1	0	76	3	6084
47	0	0	1	0	0	1	0	0	0	11	1	3	0	63	3	2209
50	1	0	0	0	0	0	0	1	0	7	0	1	0	85	3	2500
76	1	0	0	0	0	1	0	0	0	5	0	1	0	32	3	5776
67	1	0	0	0	0	0	0	0	1	13	0	1	0	50	3	4489
21	0	0	0	0	0	1	0	0	0	1	0	3	0	28	1	441
66	0	0	0	0	0	1	0	0	0	6	0	3	0	94	3	4356
47	0	0	0	0	0	1	0	0	0	8	0	5	0	26	3	2209
79	1	0	0	0	0	0	0	0	1	7	0	1	0	66	3	6241
66	1	0	0	0	1	0	0	0	0	11	0	1	0	51	3	4356
44	1	0	0	0	0	0	0	1	0	9	0	1	0	76	3	1936
68	1	0	0	0	0	0	0	1	0	11	1	1	0	98	3	4624
65	0	1	0	0	0	1	0	0	0	6	0	1	0	73	3	4225
71	1	0	0	0	0	0	0	1	0	12	0	1	0	63	3	5041
64	1	0	0	0	0	0	0	0	1	12	0	5	0	1	3	4096
62	1	0	0	0	0	0	0	0	1	14	0	5	0	42	3	3844
57	0	0	1	0	0	1	0	0	0	11	1	4	0	7	3	3249
45	0	0	0	0	0	0	1	0	0	4	0	1	0	66	3	2025
64	0	0	1	0	0	1	0	0	0	12	0	3	0	5	3	4096
72	1	0	0	0	0	1	0	0	0	6	0	6	0	51	3	5184
63	0	0	0	0	0	0	0	0	1	13	0	1	0	46	3	3969
72	1	0	0	0	0	0	0	1	0	12	0	3	0	61	3	5184
62	0	0	0	0	0	0	0	0	1	12	0	1	0	51	3	3844
60	0	0	0	0	0	0	0	1	0	10	0	3	0	98	3	3600
85	1	0	0	0	0	1	0	0	0	8	0	1	0	97	3	7225
43	1	0	0	0	0	0	0	1	0	14	0	1	0	26	3	1849
84	0	0	0	0	1	0	0	0	0	4	0	7	0	2	3	7056
64	1	0	0	0	0	1	0	0	0	4	0	5	0	100	3	4096
62	1	0	0	0	1	0	0	0	0	3	0	6	0	50	2	3844
54	1	0	0	0	0	1	0	0	0	9	0	5	0	51	3	2916
74	0	0	0	0	1	0	0	0	0	7	0	7	0	97	3	5476
49	0	0	0	0	1	0	0	0	0	8	0	7	0	64	3	2401
63	1	0	0	0	0	0	0	1	0	11	0	5	0	5	3	3969
64	0	0	0	0	0	0	0	1	0	5	0	1	0	50	3	4096
62	1	0	0	0	1	0	0	0	0	6	0	1	0	35	0	3844
63	1	0	0	0	0	0	0	1	0	12	0	3	0	76	3	3969
67	1	0	0	0	0	0	0	1	0	9	0	4	0	98	3	4489
45	0	0	0	0	0	0	0	1	0	12	0	3	0	50	2	2025
57	1	0	0	0	0	0	0	1	0	7	1	5	0	26	3	3249
61	0	0	0	0	0	0	0	1	0	2	0	3	0	98	3	3721
49	1	0	0	0	0	1	0	0	0	10	0	7	0	98	3	2401
75	1	0	0	0	0	0	1	0	0	11	0	7	0	51	3	5625
56	0	0	0	0	0	0	0	1	0	12	0	1	0	51	3	3136
67	0	0	0	0	0	0	1	0	0	5	0	2	0	26	1	4489
21	0	0	0	0	0	1	0	0	0	2	0	3	0	59	0	441
21	0	0	0	1	0	1	0	0	0	13	0	1	0	89	2	441
45	0	0	0	0	1	0	0	0	0	3	1	5	0	29	3	2025
35	1	0	0	1	0	0	0	1	0	11	0	7	0	26	3	1225
61	1	0	0	0	0	0	0	1	0	10	0	2	0	50	3	3721
51	1	0	0	0	0	1	0	0	0	3	0	1	0	93	3	2601
62	0	0	0	0	0	1	0	0	0	7	1	3	0	39	2	3844
70	0	0	0	0	0	1	0	0	0	9	0	6	0	25	3	4900
62	1	0	0	0	0	0	1	0	0	8	0	5	0	4	3	3844
70	1	0	0	0	0	0	0	0	1	9	0	7	0	20	3	4900
56	0	0	0	0	0	0	1	0	0	1	0	1	0	3	3	3136
66	0	0	0	0	0	0	0	0	1	9	0	1	0	51	3	4356
30	1	0	0	0	0	0	1	0	0	6	0	2	0	51	3	900
55	1	0	0	0	0	0	0	0	1	13	1	6	0	26	3	3025
60	0	0	0	0	0	0	1	0	0	13	0	2	0	26	3	3600
67	0	0	0	0	1	0	0	0	0	13	0	7	0	10	3	4489
60	1	0	0	0	0	0	0	1	0	14	0	5	0	51	3	3600
64	1	0	0	1	0	0	1	0	0	11	0	5	0	38	3	4096
57	1	0	0	0	1	0	0	0	0	14	0	1	0	13	3	3249
64	1	0	0	0	0	1	0	0	0	10	1	5	0	26	3	4096
47	0	0	0	0	0	0	0	1	0	6	0	1	0	95	2	2209
46	0	0	0	0	0	0	0	1	0	9	0	5	0	51	3	2116
62	0	0	0	0	1	0	0	0	0	2	0	4	0	50	2	3844
26	0	0	0	1	0	0	0	0	1	4	0	3	0	75	2	676
54	0	0	0	0	0	1	0	0	0	4	0	1	0	25	3	2916
61	1	0	0	0	0	0	0	1	0	11	1	7	0	13	3	3721
53	1	0	0	0	1	0	0	0	0	9	0	3	0	51	3	2809
53	1	0	0	0	0	0	0	0	1	13	0	2	0	64	3	2809
65	0	0	0	0	0	1	0	0	0	14	0	7	0	4	3	4225
62	0	0	0	0	0	1	0	0	0	9	0	2	0	50	2	3844
61	0	0	0	0	1	0	0	0	0	2	0	3	0	41	2	3721
69	1	0	0	0	0	0	0	1	0	14	0	2	0	76	3	4761
65	1	0	0	0	0	0	1	0	0	12	0	5	0	29	3	4225
64	1	0	0	1	0	0	0	0	1	7	0	6	0	25	3	4096
60	0	0	0	0	1	0	0	0	0	5	0	4	0	26	3	3600
61	1	0	0	0	0	0	0	1	0	14	0	1	0	76	3	3721
84	1	0	0	0	0	0	0	1	0	12	0	3	0	76	3	7056
62	0	1	0	0	0	1	0	0	0	7	1	6	0	51	3	3844
47	1	0	0	0	0	1	0	0	0	6	0	1	0	25	3	2209
50	1	0	0	0	0	0	0	1	0	13	0	2	0	62	1	2500
66	1	0	0	0	0	0	0	0	0	7	0	5	0	51	2	4356
69	0	0	0	0	1	0	0	0	0	6	0	7	0	51	3	4761
53	0	0	0	0	0	0	1	0	0	7	0	1	0	51	3	2809
53	1	1	0	0	0	1	0	0	0	6	0	4	0	50	2	2809
79	0	0	0	0	0	0	0	0	1	7	1	1	0	32	3	6241
19	0	0	0	0	0	1	0	0	0	4	0	2	0	25	2	361
55	0	0	0	0	0	0	0	1	0	6	0	1	0	25	3	3025
51	1	1	0	0	0	1	0	0	0	3	0	6	0	50	2	2601
44	0	0	0	0	0	1	0	0	0	11	0	2	0	51	3	1936
59	1	0	0	0	0	0	0	1	0	8	0	2	0	50	3	3481
37	0	0	0	0	1	0	0	0	0	3	0	4	0	50	1	1369
82	0	0	0	0	0	0	0	1	0	4	1	3	0	25	3	6724
59	1	0	0	0	0	1	0	0	0	12	0	7	0	98	3	3481
58	1	0	0	0	0	1	0	0	0	12	0	1	0	69	3	3364
70	0	0	0	0	0	0	0	0	1	11	0	1	0	19	3	4900
66	0	0	0	0	0	0	0	0	1	8	0	7	0	24	3	4356
50	0	1	0	1	0	0	0	1	0	11	0	7	0	26	3	2500
33	0	0	0	1	0	0	0	1	0	4	0	6	0	48	2	1089
83	1	0	0	0	0	1	0	0	0	7	1	1	0	39	3	6889
19	1	0	0	0	0	1	0	0	0	11	0	1	0	51	2	361
68	0	0	0	1	0	0	0	0	1	10	0	1	0	88	3	4624
66	0	0	0	0	0	1	0	0	0	7	0	7	0	50	3	4356
32	0	0	0	0	0	0	0	1	0	9	1	7	0	7	3	1024
70	1	0	0	0	0	1	0	0	0	6	0	1	0	50	3	4900
31	1	0	0	0	0	0	0	1	0	10	0	4	0	25	3	961
39	1	0	0	1	0	0	0	1	0	8	0	1	0	67	3	1521
45	0	1	0	0	1	0	0	0	0	13	0	5	0	35	3	2025
48	0	0	0	0	0	0	0	1	0	14	0	1	0	50	2	2304
61	0	0	0	0	0	0	0	1	0	9	1	3	0	51	3	3721
50	0	0	0	0	0	1	0	0	0	8	0	7	0	51	3	2500
78	1	0	0	1	0	0	0	1	0	13	0	7	0	92	3	6084
56	0	0	0	0	0	1	0	0	0	10	0	5	0	51	3	3136
61	0	0	0	0	0	0	0	1	0	13	0	3	0	27	3	3721
76	1	0	0	0	0	0	0	1	0	4	0	5	0	1	3	5776
48	0	0	0	0	0	0	0	1	0	10	0	3	0	44	3	2304
53	0	0	0	0	0	0	0	1	0	12	0	7	0	25	2	2809
67	1	0	0	0	0	0	0	1	0	10	0	1	0	65	3	4489
68	1	0	0	0	0	0	0	0	1	14	0	3	0	76	3	4624
26	1	0	0	0	0	0	1	0	0	8	0	4	0	48	1	676
55	1	0	1	0	0	0	0	0	1	12	0	1	0	54	3	3025
57	1	0	0	1	0	1	0	0	0	12	0	1	0	63	3	3249
62	1	0	0	0	0	0	0	1	0	14	0	3	0	15	3	3844
66	0	0	0	0	0	0	0	1	0	10	0	4	0	48	2	4356
39	0	0	0	1	0	0	0	1	0	9	0	6	0	91	2	1521
25	0	1	0	0	0	0	0	1	0	12	0	5	0	40	2	625
31	1	0	0	1	0	1	0	0	0	10	0	6	0	51	3	961
51	0	0	0	0	0	0	0	1	0	14	0	1	0	50	3	2601
56	0	0	0	0	0	0	0	1	0	7	0	4	0	42	3	3136
51	1	0	1	0	0	1	0	0	0	13	0	6	0	1	3	2601
39	1	0	0	0	0	1	0	0	0	11	0	4	0	95	2	1521
53	1	0	0	0	0	0	0	1	0	13	0	1	0	76	2	2809
61	1	0	0	0	0	1	0	0	0	10	0	5	0	35	3	3721
64	0	1	0	0	1	0	0	0	0	9	0	7	0	77	3	4096
58	0	0	0	0	0	1	0	0	0	14	0	7	0	3	3	3364
76	0	0	0	0	0	0	0	1	0	6	1	1	0	60	3	5776
58	1	0	0	1	0	0	0	1	0	8	0	7	0	25	3	3364
42	0	0	0	0	1	0	0	0	0	11	1	2	0	94	3	1764
85	1	0	0	0	0	0	1	0	0	12	0	5	0	32	3	7225
75	0	0	0	0	1	0	0	0	0	12	0	1	0	42	3	5625
69	0	0	0	0	0	1	0	0	0	6	0	1	0	66	3	4761
61	0	0	0	0	0	1	0	0	0	12	0	7	0	76	3	3721
58	0	0	0	0	0	0	0	1	0	12	0	1	0	47	3	3364
29	1	1	0	1	0	0	0	1	0	5	0	2	0	53	3	841
62	0	0	0	0	0	1	0	0	0	7	0	1	0	75	3	3844
64	0	0	0	0	0	0	1	0	0	14	0	7	0	4	3	4096
53	1	0	0	0	0	1	0	0	0	7	0	3	0	11	3	2809
64	1	0	0	0	0	0	0	1	0	14	0	5	0	26	3	4096
48	1	0	0	0	0	0	0	0	1	13	0	6	0	13	2	2304
31	1	0	0	0	0	1	0	0	0	8	0	7	0	26	3	961
58	0	1	1	0	1	0	0	0	0	6	0	1	0	3	3	3364
61	0	0	0	0	0	0	0	1	0	9	0	3	0	3	3	3721
66	1	0	0	0	0	0	0	1	0	14	0	1	0	51	3	4356
51	1	0	0	1	0	1	0	0	0	12	1	7	0	57	2	2601
28	1	0	0	0	0	0	0	1	0	12	1	4	0	87	3	784
41	0	0	0	0	0	0	0	0	1	12	1	7	0	29	3	1681
54	0	1	0	1	0	0	0	1	0	7	0	1	0	51	2	2916
57	0	0	0	0	1	0	0	0	0	7	0	6	0	26	3	3249
50	1	0	0	0	1	0	0	0	0	7	0	7	0	50	3	2500
61	1	0	1	0	0	0	1	0	0	11	0	1	0	6	3	3721
59	1	0	0	0	0	1	0	0	0	2	0	5	0	100	3	3481
65	1	0	0	0	0	1	0	0	0	6	0	4	0	6	3	4225
32	0	0	0	0	0	0	0	1	0	10	0	1	0	12	2	1024
56	0	0	0	0	0	0	1	0	0	8	0	7	0	3	3	3136
32	1	0	0	0	0	1	0	0	0	10	0	5	0	25	3	1024
74	1	0	0	0	0	0	0	1	0	12	0	1	0	26	3	5476
24	1	0	0	1	0	0	1	0	0	8	0	6	0	26	2	576
60	1	0	0	0	0	0	0	1	0	11	0	7	0	2	3	3600
48	0	0	0	0	0	1	0	0	0	11	0	5	0	51	3	2304
63	1	0	0	0	0	0	0	0	1	14	0	1	0	100	3	3969
51	1	0	0	0	0	1	0	0	0	14	0	6	0	16	3	2601
25	1	0	0	0	0	0	0	1	0	12	0	5	0	56	2	625
44	0	0	0	0	0	1	0	0	0	8	0	1	0	84	3	1936
39	0	0	0	0	0	1	0	0	0	7	0	1	0	43	3	1521
49	1	0	0	0	0	1	0	0	0	14	0	7	0	25	3	2401
68	1	0	0	0	0	0	0	0	1	14	0	6	0	8	3	4624
43	1	0	0	0	0	0	0	1	0	13	0	3	0	39	3	1849
33	0	1	0	0	0	0	0	1	0	6	0	1	0	75	2	1089
67	1	0	1	0	0	0	0	1	0	11	0	1	0	58	2	4489
57	1	1	1	0	0	0	1	0	0	8	0	7	0	100	3	3249
25	0	0	0	0	0	0	1	0	0	2	0	1	0	79	0	625
49	0	0	0	0	0	1	0	0	0	8	0	5	0	41	3	2401
31	1	0	0	0	0	1	0	0	0	14	0	1	0	43	3	961
46	0	1	1	0	0	0	0	1	0	1	0	3	0	63	3	2116
25	0	0	0	0	1	0	0	0	0	9	0	2	0	17	0	625
40	0	0	0	0	0	0	0	1	0	3	0	6	0	88	2	1600
34	1	0	0	1	0	0	0	1	0	12	0	5	0	62	3	1156
39	0	0	0	0	0	0	0	0	1	13	1	1	0	25	2	1521
20	0	0	0	0	0	1	0	0	0	14	0	4	0	64	1	400
39	0	0	0	0	0	0	0	1	0	9	0	3	0	52	3	1521
41	0	0	1	0	0	1	0	0	0	2	0	6	0	44	2	1681
19	0	0	0	0	1	0	0	0	0	4	0	2	0	81	0	361
44	0	0	0	0	1	0	0	0	0	9	0	5	0	50	2	1936
61	0	0	0	0	0	0	0	1	0	14	0	4	0	26	3	3721
26	0	0	0	1	0	0	0	1	0	10	0	2	0	54	2	676
77	0	0	0	0	0	0	1	0	0	14	0	6	0	32	3	5929
66	1	0	0	0	0	0	0	1	0	12	0	7	0	10	2	4356
70	1	0	0	0	0	1	0	0	0	13	0	7	0	2	3	4900
48	0	0	0	0	0	0	0	1	0	11	0	2	0	4	3	2304
40	1	0	0	1	0	1	0	0	0	6	0	2	0	57	2	1600
71	0	0	0	0	1	0	0	0	0	12	0	6	0	38	2	5041
40	1	0	0	0	0	1	0	0	0	6	1	2	0	52	2	1600
46	1	0	0	0	0	1	0	0	0	12	0	7	0	66	3	2116
31	1	0	0	0	0	0	1	0	0	10	0	7	0	28	1	961
55	0	0	0	0	0	1	0	0	0	7	0	7	0	4	3	3025
60	0	0	0	0	0	1	0	0	0	14	0	7	0	38	3	3600
54	1	0	0	0	0	1	0	0	0	13	0	7	0	25	3	2916
69	0	0	1	0	0	1	0	0	0	7	0	5	0	26	3	4761
68	1	0	0	0	0	0	0	1	0	12	0	1	0	14	3	4624
65	0	0	0	0	1	0	0	0	0	14	0	1	0	25	3	4225
52	1	0	0	0	0	0	1	0	0	14	0	7	0	10	3	2704
48	1	1	0	0	0	0	0	0	1	11	0	7	0	3	3	2304
76	0	0	0	0	0	0	0	1	0	13	0	3	0	25	3	5776
20	0	0	0	1	0	1	0	0	0	8	0	7	0	75	0	400
28	1	0	0	0	0	0	1	0	0	7	0	7	0	0	3	784
34	1	0	0	0	0	0	1	0	0	14	1	7	0	3	3	1156
56	1	0	0	0	0	0	0	1	0	14	0	5	0	1	3	3136
57	1	0	0	0	0	0	0	1	0	2	0	5	0	1	3	3249
64	1	0	0	0	0	1	0	0	0	8	0	3	0	95	3	4096
50	1	0	0	1	0	1	0	0	0	10	0	7	0	1	3	2500
47	1	0	0	0	0	0	0	1	0	14	0	2	0	100	3	2209
63	0	0	0	0	0	0	0	0	0	7	0	5	0	11	3	3969
66	0	0	0	0	0	0	0	1	0	10	0	5	0	50	3	4356
28	0	1	0	0	0	0	0	1	0	13	0	6	0	3	1	784
42	1	0	0	0	0	0	0	0	1	8	0	5	0	4	3	1764
25	1	0	0	0	0	0	0	1	0	2	0	2	0	60	1	625
83	1	0	0	0	0	0	1	0	0	5	0	4	0	7	3	6889
48	1	0	0	0	0	0	0	1	0	13	0	7	0	76	3	2304
56	0	1	0	0	0	1	0	0	0	8	0	7	0	25	2	3136
48	1	1	0	0	0	0	0	1	0	7	1	4	0	25	3	2304
35	0	0	0	0	0	0	0	1	0	8	0	3	0	48	2	1225
31	1	0	0	1	0	1	0	0	0	9	0	3	0	74	1	961
62	1	0	0	0	1	0	0	0	0	12	0	5	0	1	3	3844
25	0	0	0	0	0	0	0	0	1	6	0	7	0	26	1	625
67	1	0	0	0	0	0	0	0	1	14	0	1	0	51	3	4489
22	0	0	0	1	0	1	0	0	0	1	0	3	0	69	2	484
18	0	0	0	0	0	1	0	0	0	3	0	1	0	50	1	324
63	1	0	0	0	0	0	0	0	1	14	0	3	0	26	2	3969
65	0	0	0	0	1	0	0	0	0	1	0	7	0	5	3	4225
69	1	0	0	0	0	0	0	1	0	12	0	5	0	4	3	4761
21	0	0	0	0	1	0	0	0	0	13	0	3	0	17	1	441
82	1	0	0	0	0	0	0	1	0	7	0	7	0	4	3	6724
41	0	0	0	0	0	0	1	0	0	11	0	7	0	89	2	1681
36	0	0	0	0	0	1	0	0	0	7	0	4	0	3	2	1296
41	0	0	0	0	0	1	0	0	0	12	0	1	0	63	2	1681
74	1	0	0	0	0	0	0	0	1	12	0	7	0	88	3	5476
28	0	0	0	0	0	0	0	1	0	10	0	4	0	12	1	784
63	0	0	0	0	0	1	0	0	0	9	0	2	0	31	3	3969
56	0	0	0	0	0	1	0	0	0	9	0	7	0	4	3	3136
27	1	0	0	0	0	1	0	0	0	9	0	2	0	56	1	729
54	1	0	0	0	0	0	0	1	0	14	0	2	0	26	2	2916
73	0	0	0	0	1	0	0	0	0	8	0	2	0	51	3	5329
55	0	1	0	0	0	1	0	0	0	11	0	6	0	50	2	3025
68	1	0	0	0	0	1	0	0	0	3	0	2	0	66	3	4624
54	0	0	0	1	0	0	1	0	0	13	0	6	0	26	2	2916
55	1	0	0	0	0	0	1	0	0	2	0	1	0	92	3	3025
76	0	0	0	0	0	0	0	0	1	11	0	5	0	25	3	5776
59	1	0	0	0	0	0	0	0	1	5	0	6	0	71	3	3481
69	1	0	0	0	1	0	0	0	0	8	0	3	0	25	3	4761
41	1	0	0	0	0	0	0	1	0	11	0	5	0	0	3	1681
55	0	0	0	0	0	0	1	0	0	14	0	5	0	60	3	3025
37	0	0	0	0	0	0	0	1	0	14	0	1	0	51	3	1369
54	0	0	0	0	0	1	0	0	0	9	0	2	0	42	2	2916
30	0	0	0	0	0	0	0	1	0	6	1	2	0	63	2	900
56	0	0	0	1	0	0	1	0	0	14	0	2	0	10	3	3136
19	0	0	0	0	0	1	0	0	0	7	0	5	0	51	1	361
45	1	0	0	0	0	0	0	1	0	13	0	2	0	76	3	2025
59	1	0	0	0	0	1	0	0	0	10	0	5	0	26	3	3481
39	0	0	0	0	0	1	0	0	0	6	0	1	0	43	1	1521
35	0	0	0	1	0	0	0	1	0	11	0	2	0	64	3	1225
44	1	0	0	0	0	0	0	0	1	14	0	1	0	35	2	1936
34	0	0	0	1	0	1	0	0	0	8	0	4	0	51	2	1156
68	1	0	0	0	0	0	0	1	0	12	0	7	0	3	3	4624
63	1	0	0	0	0	0	0	1	0	11	1	2	0	50	3	3969
30	0	0	1	0	0	1	0	0	0	8	0	2	0	50	3	900
24	0	0	0	0	0	0	0	1	0	10	0	6	0	71	1	576
43	0	0	0	1	0	0	0	1	0	12	0	2	0	78	2	1849
69	1	0	0	0	0	0	0	1	0	13	0	4	0	51	3	4761
43	1	0	0	0	0	0	0	1	0	14	0	2	0	4	2	1849
50	0	0	1	0	0	0	0	1	0	13	1	1	0	48	2	2500
26	0	0	0	1	0	1	0	0	0	8	0	2	0	16	2	676
64	1	0	0	1	0	0	1	0	0	12	1	2	0	36	1	4096
47	1	0	0	0	0	0	0	1	0	14	0	3	0	37	2	2209
57	0	0	0	0	1	0	0	0	0	4	0	4	0	99	0	3249
22	1	0	0	0	0	0	1	0	0	3	0	1	0	53	3	484
65	0	0	0	0	0	1	0	0	0	7	0	5	0	3	3	4225
58	0	0	0	0	0	0	0	1	0	14	1	2	0	51	1	3364
61	1	0	0	0	0	0	0	1	0	14	0	3	0	98	3	3721
71	0	0	0	0	0	1	0	0	0	13	0	1	0	50	3	5041
68	1	0	0	0	0	0	0	1	0	8	0	3	0	51	3	4624
56	0	0	0	0	0	0	1	0	0	13	0	7	0	51	3	3136
